Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
11/30/1999,40.88,41.19,40.38,40.62,3112900,0,1,30.66643491,30.89898371,30.29135621,30.47139399,3112900
11/29/1999,41.06,41.06,40.25,40.88,2237400,0,1,30.80146325,30.80146325,30.19383574,30.66643491,2237400
11/26/1999,41.06,41.12,40.75,41.06,1069100,0,1,30.80146325,30.84647269,30.56891445,30.80146325,1069100
11/24/1999,41.44,41.44,40.69,41.06,2090000,0,1,31.08652306,31.08652306,30.523905,30.80146325,2090000
11/23/1999,41.88,41.94,40.94,41.69,2808600,0,1,31.41659232,31.46160177,30.71144436,31.27406241,2808600
11/22/1999,43.5,43.5,41.69,41.88,3352100,0,1,32.63184733,32.63184733,31.27406241,31.41659232,3352100
11/19/1999,43.12,44,43.12,43.69,3257000,0,1,32.34678751,33.00692603,32.34678751,32.77437723,3257000
11/18/1999,42.75,43.56,42.75,43,3236000,0,1,32.06922927,32.67685677,32.06922927,32.25676862,3236000
11/17/1999,41.38,42.75,41.25,42.56,3386400,0,1,31.04151362,32.06922927,30.94399315,31.92669936,3386400
11/16/1999,40.19,41.62,40.19,41.38,4393600,0,1,30.1488263,31.2215514,30.1488263,31.04151362,4393600
11/15/1999,40.88,40.88,39.81,40.12,5245900,0,1,30.66643491,30.66643491,29.86376648,30.09631528,5245900
11/12/1999,41.12,41.44,40.81,41.31,3694000,0,1,30.84647269,31.08652306,30.61392389,30.9890026,3694000
11/11/1999,41.75,41.94,41.12,41.12,3360400,0,1,31.31907186,31.46160177,30.84647269,30.84647269,3360400
11/10/1999,41.44,42.31,40.94,41.75,5828600,0,1,31.08652306,31.73916001,30.71144436,31.31907186,5828600
11/9/1999,44.19,44.31,41.12,41.44,6795300,0.14,1,33.14945594,33.23947483,30.84647269,31.08652306,6795300
11/8/1999,44.31,44.88,43.75,44.19,2888200,0,1,33.1275574,33.55370743,32.70888369,33.03784161,2888200
11/5/1999,44.06,44.94,44.06,44.31,3640900,0,1,32.9406495,33.59856533,32.9406495,33.1275574,3640900
11/4/1999,43.25,43.94,43.06,43.38,2729000,0,1,32.33506788,32.8509337,32.19301787,32.43225999,2729000
11/3/1999,43.38,44.12,42.25,43.25,5700800,0,1,32.43225999,32.98550739,31.58743625,32.33506788,5700800
11/2/1999,43.69,43.69,42.38,43.38,6561200,0,1,32.66402579,32.66402579,31.68462836,32.43225999,6561200
11/1/1999,44.94,44.94,43.88,44.62,6052600,0,1,33.59856533,33.59856533,32.8060758,33.35932321,6052600
10/29/1999,45.88,46.44,45.88,46.06,3389200,0,1,34.30133906,34.72001277,34.30133906,34.43591275,3389200
10/28/1999,45.31,46.25,45.31,45.75,4077500,0,1,33.87518903,34.57796276,33.87518903,34.20414695,4077500
10/27/1999,44.88,45.19,44.75,44.88,2375700,0,1,33.55370743,33.78547324,33.45651532,33.55370743,2375700
10/26/1999,44.19,45.25,44.19,44.88,2340300,0,1,33.03784161,33.83033113,33.03784161,33.55370743,2340300
10/25/1999,44.62,45.19,44.06,44.19,2276000,0,1,33.35932321,33.78547324,32.9406495,33.03784161,2276000
10/22/1999,44.69,45.44,44.62,44.62,2850300,0,1,33.41165742,33.97238114,33.35932321,33.35932321,2850300
10/21/1999,44.12,44.94,43.69,44.69,3385200,0,1,32.98550739,33.59856533,32.66402579,33.41165742,3385200
10/20/1999,42.75,44.44,42.5,44.12,3345500,0,1,31.96125207,33.22474952,31.77434416,32.98550739,3345500
10/19/1999,42.5,43,42.5,42.75,3785500,0,1,31.77434416,32.14815997,31.77434416,31.96125207,3785500
10/18/1999,42.5,42.88,41.62,42.12,3713100,0,1,31.77434416,32.05844418,31.11642833,31.49024414,3713100
10/15/1999,43.62,43.62,41.25,42.5,6747700,0,1,32.61169158,32.61169158,30.83980462,31.77434416,6747700
10/14/1999,41.44,44.38,41.44,43.62,7686800,0,1,30.98185463,33.17989162,30.98185463,32.61169158,7686800
10/13/1999,39.62,41.19,39.62,40.5,4278700,0,1,29.62116507,30.79494673,29.62116507,30.2790809,4278700
10/12/1999,41.88,41.88,39.12,39.62,3953000,0,1,31.31081255,31.31081255,29.24734926,29.62116507,3953000
10/11/1999,42,42.75,41.75,41.94,2612000,0,1,31.40052834,31.96125207,31.21362044,31.35567045,2612000
10/8/1999,42.75,42.94,41.94,42,1532300,0,1,31.96125207,32.10330207,31.35567045,31.40052834,1532300
10/7/1999,43.25,43.25,42.06,42.75,2624500,0,1,32.33506788,32.33506788,31.44538624,31.96125207,2624500
10/6/1999,43.81,44,43.31,43.44,2536000,0,1,32.75374159,32.8957916,32.37992578,32.47711789,2536000
10/5/1999,43.69,44.12,43.31,43.81,1894500,0,1,32.66402579,32.98550739,32.37992578,32.75374159,1894500
10/4/1999,43.06,44.06,43.06,43.69,1687400,0,1,32.19301787,32.9406495,32.19301787,32.66402579,1687400
10/1/1999,42.69,43.19,42.69,42.88,1564400,0,1,31.91639417,32.29020998,31.91639417,32.05844418,1564400
9/30/1999,42.25,43.31,42.25,42.62,1998000,0,1,31.58743625,32.37992578,31.58743625,31.86405995,1998000
9/29/1999,41.88,42.81,41.56,42.19,2497300,0,1,31.31081255,32.00610996,31.07157043,31.54257835,2497300
9/28/1999,41.69,42.06,41.44,41.88,2279700,0,1,31.16876254,31.44538624,30.98185463,31.31081255,2279700
9/27/1999,42.06,42.31,41.62,41.69,2005600,0,1,31.44538624,31.63229415,31.11642833,31.16876254,2005600
9/24/1999,42.56,42.56,41.06,42.06,3349900,0,1,31.81920206,31.81920206,30.69775462,31.44538624,3349900
9/23/1999,43.5,43.5,42.56,42.75,2721300,0,1,32.52197579,32.52197579,31.81920206,31.96125207,2721300
9/22/1999,42.88,43.94,42.88,43.5,2453900,0,1,32.05844418,32.8509337,32.05844418,32.52197579,2453900
9/21/1999,42.88,43.12,42.56,42.75,2523000,0,1,32.05844418,32.23787577,31.81920206,31.96125207,2523000
9/20/1999,43.62,43.62,42.75,42.88,2683500,0,1,32.61169158,32.61169158,31.96125207,32.05844418,2683500
9/17/1999,43.94,44.25,43.62,43.62,3014000,0,1,32.8509337,33.08269951,32.61169158,32.61169158,3014000
9/16/1999,44.44,44.62,43.62,43.94,2291800,0,1,33.22474952,33.35932321,32.61169158,32.8509337,2291800
9/15/1999,44.56,45.06,44.19,44.44,1955200,0,1,33.31446531,33.68828112,33.03784161,33.22474952,1955200
9/14/1999,44.81,44.81,44.38,44.56,1697600,0,1,33.50137322,33.50137322,33.17989162,33.31446531,1697600
9/13/1999,45,45,44.62,44.81,2270700,0,1,33.64342323,33.64342323,33.35932321,33.50137322,2270700
9/10/1999,45.12,45.75,44.88,45.25,1724900,0,1,33.73313902,34.20414695,33.55370743,33.83033113,1724900
9/9/1999,44.56,45.25,44.38,45.12,2109000,0,1,33.31446531,33.83033113,33.17989162,33.73313902,2109000
9/8/1999,44.81,44.81,44.31,44.56,2095200,0,1,33.50137322,33.50137322,33.1275574,33.31446531,2095200
9/7/1999,45.44,45.62,44.88,44.94,1906600,0,1,33.97238114,34.10695484,33.55370743,33.59856533,1906600
9/3/1999,45.19,45.62,45.19,45.44,2191300,0,1,33.78547324,34.10695484,33.78547324,33.97238114,2191300
9/2/1999,45,45,44.12,44.94,2686500,0,1,33.64342323,33.64342323,32.98550739,33.59856533,2686500
9/1/1999,45.31,45.5,44.75,45,3900600,0,1,33.87518903,34.01723904,33.45651532,33.64342323,3900600
8/31/1999,44.75,45.38,44.31,45.31,3323700,0,1,33.45651532,33.92752324,33.1275574,33.87518903,3323700
8/30/1999,44.44,46,44.44,44.75,3727800,0,1,33.22474952,34.39105485,33.22474952,33.45651532,3727800
8/27/1999,44.31,44.31,43.69,43.81,1788900,0,1,33.1275574,33.1275574,32.66402579,32.75374159,1788900
8/26/1999,44.31,44.44,43.62,44.38,2004700,0,1,33.1275574,33.22474952,32.61169158,33.17989162,2004700
8/25/1999,44.88,44.88,43.94,44.31,4394600,0,1,33.55370743,33.55370743,32.8509337,33.1275574,4394600
8/24/1999,45.94,46.38,44.75,45.12,3204500,0,1,34.34619696,34.67515487,33.45651532,33.73313902,3204500
8/23/1999,45.88,46.31,45.88,45.94,1896800,0,1,34.30133906,34.62282066,34.30133906,34.34619696,1896800
8/20/1999,45.19,45.88,45.06,45.75,2239900,0,1,33.78547324,34.30133906,33.68828112,34.20414695,2239900
8/19/1999,45.75,45.75,45.12,45.19,2043600,0,1,34.20414695,34.20414695,33.73313902,33.78547324,2043600
8/18/1999,46.25,46.25,45.81,46.12,1646600,0,1,34.57796276,34.57796276,34.24900484,34.48077065,1646600
8/17/1999,46.12,46.5,46.06,46.5,1918900,0,1,34.48077065,34.76487067,34.43591275,34.76487067,1918900
8/16/1999,45.38,46.12,45.19,46.12,1628800,0,1,33.92752324,34.48077065,33.78547324,34.48077065,1628800
8/13/1999,45.69,45.69,45.19,45.38,2446600,0,1,34.15928905,34.15928905,33.78547324,33.92752324,2446600
8/12/1999,46.05,46.25,45.56,45.75,1326400,0,1,34.42843644,34.57796276,34.06209694,34.20414695,1326400
8/11/1999,46.06,46.31,45.81,46.05,2132400,0.14,1,34.43591275,34.62282066,34.24900484,34.42843644,2132400
8/10/1999,46.38,46.38,45.75,46.06,2320900,0,1,34.5700559,34.5700559,34.10047558,34.33153891,2320900
8/9/1999,46.56,46.81,46.25,46.69,1450100,0,1,34.7042217,34.8905631,34.47315837,34.80111923,1450100
8/6/1999,46.25,46.88,45.75,46.56,1766700,0,1,34.47315837,34.94273869,34.10047558,34.7042217,1766700
8/5/1999,46.62,46.75,45.69,46.25,2900500,0,1,34.74894364,34.84584116,34.05575364,34.47315837,2900500
8/4/1999,47.06,47.12,46.44,46.62,3130700,0,1,35.0769045,35.12162643,34.61477783,34.74894364,3130700
8/3/1999,46,47.06,46,47.06,2854000,0,1,34.28681697,35.0769045,34.28681697,35.0769045,2854000
8/2/1999,45.38,46.5,45,45.81,2641100,0,1,33.82469031,34.65949977,33.54145139,34.14519751,2641100
7/30/1999,45.25,45.38,44.44,45.38,3200300,0,1,33.72779278,33.82469031,33.12404666,33.82469031,3200300
7/29/1999,46,46,44.88,45.25,1787700,0,1,34.28681697,34.28681697,33.45200752,33.72779278,1787700
7/28/1999,46.25,46.56,46.06,46.44,1894400,0,1,34.47315837,34.7042217,34.33153891,34.61477783,1894400
7/27/1999,45.25,46.25,44.94,46.25,2187100,0,1,33.72779278,34.47315837,33.49672945,34.47315837,2187100
7/26/1999,46.25,46.25,45.19,45.25,2273000,0,1,34.47315837,34.47315837,33.68307085,33.72779278,2273000
7/23/1999,45.94,46.81,45.94,46.62,2103400,0,1,34.24209504,34.8905631,34.24209504,34.74894364,2103400
7/22/1999,44.88,46.81,44.31,45.88,3213300,0,1,33.45200752,34.8905631,33.02714913,34.1973731,3213300
7/21/1999,45.25,45.69,44.75,44.88,1773800,0,1,33.72779278,34.05575364,33.35510999,33.45200752,1773800
7/20/1999,45.44,45.75,44.75,45.25,3279700,0,1,33.86941225,34.10047558,33.35510999,33.72779278,3279700
7/19/1999,46,46.44,45.06,45.44,3454800,0,1,34.28681697,34.61477783,33.58617332,33.86941225,3454800
7/16/1999,46.75,47.38,45.88,46,4722100,0,1,34.84584116,35.31542148,34.1973731,34.28681697,4722100
7/15/1999,47.62,48.44,46.62,46.75,5803500,0,1,35.49430922,36.105509,34.74894364,34.84584116,5803500
7/14/1999,46.38,48.5,46.38,47.62,7032000,0,1,34.5700559,36.15023094,34.5700559,35.49430922,7032000
7/13/1999,44.69,46.44,44.31,46.31,5483800,0,1,33.31038806,34.61477783,33.02714913,34.51788031,5483800
7/12/1999,44.56,44.75,43.81,44.69,2061400,0,1,33.21349053,33.35510999,32.65446634,33.31038806,2061400
7/9/1999,44.38,44.81,44.25,44.56,2632300,0,1,33.07932472,33.39983193,32.9824272,33.21349053,2632300
7/8/1999,43.62,44.94,43.19,44.38,3406800,0,1,32.51284688,33.49672945,32.19233968,33.07932472,3406800
7/7/1999,43.38,43.62,42.25,43.62,2184900,0,1,32.33395914,32.51284688,31.49169602,32.51284688,2184900
7/6/1999,43.38,43.38,42.69,43.38,1888700,0,1,32.33395914,32.33395914,31.81965688,32.33395914,1888700
7/2/1999,44.06,44.06,43.56,44.06,1072400,0,1,32.84080774,32.84080774,32.46812494,32.84080774,1072400
7/1/1999,44,44.19,43.25,44.06,2541000,0,1,32.7960858,32.93770526,32.23706161,32.84080774,2541000
6/30/1999,43.81,44.19,42.5,44,2761600,0,1,32.65446634,32.93770526,31.67803742,32.7960858,2761600
6/29/1999,43.25,44,42.94,43.81,2303800,0,1,32.23706161,32.7960858,32.00599828,32.65446634,2303800
6/28/1999,43.56,44.38,43.19,43.25,3410400,0,1,32.46812494,33.07932472,32.19233968,32.23706161,3410400
6/25/1999,42.81,44.62,42.5,43.56,3707400,0,1,31.90910075,33.25821246,31.67803742,32.46812494,3707400
6/24/1999,42.69,42.81,41.81,42.81,2579900,0,1,31.81965688,31.90910075,31.16373517,31.90910075,2579900
6/23/1999,42.69,42.69,41.81,42.69,1858600,0,1,31.81965688,31.81965688,31.16373517,31.81965688,1858600
6/22/1999,43,43.44,42.38,43.25,1993300,0,1,32.05072021,32.37868107,31.58859355,32.23706161,1993300
6/21/1999,44.06,44.06,42.56,43,3266400,0,1,32.84080774,32.84080774,31.72275936,32.05072021,3266400
6/18/1999,43.81,44.75,43.81,44.62,4107200,0,1,32.65446634,33.35510999,32.65446634,33.25821246,4107200
6/17/1999,43.06,43.75,43.06,43.62,2481300,0,1,32.09544215,32.6097444,32.09544215,32.51284688,2481300
6/16/1999,42.56,43.12,42.44,42.75,1773700,0,1,31.72275936,32.14016408,31.63331549,31.86437882,1773700
6/15/1999,42,43.38,42,42.56,2431000,0,1,31.30535463,32.33395914,31.30535463,31.72275936,2431000
6/14/1999,42.25,42.25,40.81,41.81,2621700,0,1,31.49169602,31.49169602,30.41836958,31.16373517,2621700
6/11/1999,42.81,42.94,41.94,42.62,2130500,0,1,31.90910075,32.00599828,31.26063269,31.76748129,2130500
6/10/1999,42.25,42.81,41.31,42.81,1921500,0,1,31.49169602,31.90910075,30.79105237,31.90910075,1921500
6/9/1999,43.44,43.44,42,42.25,2578800,0,1,32.37868107,32.37868107,31.30535463,31.49169602,2578800
6/8/1999,43.75,43.88,43.06,43.81,2777100,0,1,32.6097444,32.70664193,32.09544215,32.65446634,2777100
6/7/1999,43.88,43.88,42.94,43.75,2749300,0,1,32.70664193,32.70664193,32.00599828,32.6097444,2749300
6/4/1999,42.75,43.94,42.75,43.94,2454900,0,1,31.86437882,32.75136387,31.86437882,32.75136387,2454900
6/3/1999,42.19,43.38,42.06,42.56,1916500,0,1,31.44697409,32.33395914,31.35007656,31.72275936,1916500
6/2/1999,42.62,42.94,41.81,42.19,1525400,0,1,31.76748129,32.00599828,31.16373517,31.44697409,1525400
6/1/1999,42.06,42.88,41.25,42.62,2074200,0,1,31.35007656,31.96127634,30.74633044,31.76748129,2074200
5/28/1999,41.31,42.44,41.12,42.06,1747600,0,1,30.79105237,31.63331549,30.64943291,31.35007656,1747600
5/27/1999,41.31,42.88,40.81,41.31,3520100,0,1,30.79105237,31.96127634,30.41836958,30.79105237,3520100
5/26/1999,43.06,43.44,40,41.31,5324100,0,1,32.09544215,32.37868107,29.81462346,30.79105237,5324100
5/25/1999,44.38,44.56,43,43.06,2982400,0,1,33.07932472,33.21349053,32.05072021,32.09544215,2982400
5/24/1999,44.94,45.81,44.38,44.38,3034600,0,1,33.49672945,34.14519751,33.07932472,33.07932472,3034600
5/21/1999,44.81,45.25,44.81,44.94,2507800,0,1,33.39983193,33.72779278,33.39983193,33.49672945,2507800
5/20/1999,44.38,45,44.06,44.62,2910200,0,1,33.07932472,33.54145139,32.84080774,33.25821246,2910200
5/19/1999,43.69,44.75,43.56,44.38,3445500,0,1,32.56502247,33.35510999,32.46812494,33.07932472,3445500
5/18/1999,42.81,43.94,42.81,43.69,3331600,0,1,31.90910075,32.75136387,31.90910075,32.56502247,3331600
5/17/1999,43,43,41.88,42.5,2160000,0,1,32.05072021,32.05072021,31.21591076,31.67803742,2160000
5/14/1999,42.81,43.12,41.5,43,3257800,0,1,31.90910075,32.14016408,30.93267183,32.05072021,3257800
5/13/1999,42.56,43.38,42.38,42.81,2145900,0,1,31.72275936,32.33395914,31.58859355,31.90910075,2145900
5/12/1999,43,43,41,42.56,2263400,0.14,1,32.05072021,32.05072021,30.55998904,31.72275936,2263400
5/11/1999,44.06,44.25,42.5,43.44,2359100,0,1,32.73313296,32.87428809,31.574175,32.27252146,2359100
5/10/1999,45.75,45.81,43.75,44.06,2506800,0,1,33.98867074,34.03324605,32.50282721,32.73313296,2506800
5/7/1999,44.94,45.88,44.75,45.75,4543600,0,1,33.38690411,34.08525057,33.24574897,33.98867074,4543600
5/6/1999,44.12,45.19,43.38,44.94,6133100,0,1,32.77770826,33.57263455,32.22794616,33.38690411,6133100
5/5/1999,43.12,44.25,42.75,44.12,3084600,0,1,32.0347865,32.87428809,31.75990544,32.77770826,3084600
5/4/1999,43,44.5,42.56,43.12,5772100,0,1,31.94563589,33.06001853,31.61875031,32.0347865,5772100
5/3/1999,40.62,43.19,40.5,43,4344100,0,1,30.17748209,32.08679102,30.08833147,31.94563589,4344100
4/30/1999,40.62,41.62,40.62,40.62,2890500,0,1,30.17748209,30.92040385,30.17748209,30.17748209,2890500
4/29/1999,40.5,41.88,40.25,40.38,4436000,0,1,30.08833147,31.11356351,29.90260103,29.99918086,4436000
4/28/1999,39.38,40.88,39.38,40.5,4730700,0,1,29.2562591,30.37064174,29.2562591,30.08833147,4730700
4/27/1999,39.56,39.62,38.81,39.38,2465300,0,1,29.38998502,29.43456032,28.83279369,29.2562591,2465300
4/26/1999,40.38,40.38,39.38,39.56,2128100,0,1,29.99918086,29.99918086,29.2562591,29.38998502,2128100
4/23/1999,40.31,40.69,40.06,40.5,2200700,0,1,29.94717634,30.22948661,29.7614459,30.08833147,2200700
4/22/1999,40.38,40.5,39.62,40.31,2870300,0,1,29.99918086,30.08833147,29.43456032,29.94717634,2870300
4/21/1999,39.38,40.56,39.38,40.38,3753400,0,1,29.2562591,30.13290678,29.2562591,29.99918086,3753400
4/20/1999,39.56,39.75,39.19,39.25,4087700,0,1,29.38998502,29.53114015,29.11510396,29.15967927,4087700
4/19/1999,39.62,41.25,39.38,39.56,9097900,0,1,29.43456032,30.6455228,29.2562591,29.38998502,9097900
4/16/1999,41.69,41.69,39.25,39.62,10934000,0,1,30.97240837,30.97240837,29.15967927,29.43456032,10934000
4/15/1999,39.31,43,39.31,41.69,18320800,0,1,29.20425457,31.94563589,29.20425457,30.97240837,18320800
4/14/1999,35.25,39.25,35.25,38,10998300,0,1,26.18799221,29.15967927,26.18799221,28.23102706,10998300
4/13/1999,34.81,35.38,34.44,34.62,3715300,0,1,25.86110663,26.28457204,25.58622558,25.7199515,3715300
4/12/1999,35.06,35.06,34.44,34.81,3527000,0,1,26.04683707,26.04683707,25.58622558,25.86110663,3527000
4/9/1999,34.75,35.44,34.75,35.06,2752500,0,1,25.81653133,26.32914734,25.81653133,26.04683707,2752500
4/8/1999,34.88,34.94,34.25,34.62,3048500,0,1,25.91311116,25.95768646,25.44507044,25.7199515,3048500
4/7/1999,34.5,34.94,34.5,34.88,3305400,0,1,25.63080089,25.95768646,25.63080089,25.91311116,3305400
4/6/1999,34.31,34.69,34,34.38,2733900,0,1,25.48964575,25.77195602,25.25934,25.54165027,2733900
4/5/1999,33.94,34.75,33.88,34.31,2878700,0,1,25.2147647,25.81653133,25.17018939,25.48964575,2878700
4/1/1999,34,35,33.5,33.94,2276200,0,1,25.25934,26.00226177,24.88787912,25.2147647,2276200
3/31/1999,34,34.69,33.94,34,3245300,0,1,25.25934,25.77195602,25.2147647,25.25934,3245300
3/30/1999,34.5,34.5,33.88,34,3222600,0,1,25.63080089,25.63080089,25.17018939,25.25934,3222600
3/29/1999,34.81,35.25,34.69,34.75,2245200,0,1,25.86110663,26.18799221,25.77195602,25.81653133,2245200
3/26/1999,34.62,34.94,34.19,34.81,2760100,0,1,25.7199515,25.95768646,25.40049514,25.86110663,2760100
