"Symbol: $SRFI",,,,,
"Date Time","Open","High","Low","Close","Change"
2000-01-03,307.2,307.2,307.2,307.2,0
2000-01-04,294.54,294.54,294.54,294.54,-12.659999999999968
2000-01-05,292.56,292.56,292.56,292.56,-1.9800000000000182
2000-01-06,304.09,304.09,304.09,304.09,11.529999999999973
2000-01-07,310.73,310.73,310.73,310.73,6.640000000000043
2000-01-10,305.19,305.19,305.19,305.19,-5.5400000000000205
2000-01-11,301.61,301.61,301.61,301.61,-3.579999999999984
2000-01-12,305.86,305.86,305.86,305.86,4.25
2000-01-13,313.91,313.91,313.91,313.91,8.050000000000011
2000-01-14,322.52,322.52,322.52,322.52,8.609999999999957
2000-01-18,311.98,311.98,311.98,311.98,-10.539999999999964
2000-01-19,310.35,310.35,310.35,310.35,-1.6299999999999955
2000-01-20,303.92,303.92,303.92,303.92,-6.430000000000007
2000-01-21,300.17,300.17,300.17,300.17,-3.75
2000-01-24,295.48,295.48,295.48,295.48,-4.689999999999998
2000-01-25,298.91,298.91,298.91,298.91,3.430000000000007
2000-01-26,309.44,309.44,309.44,309.44,10.529999999999973
2000-01-27,312.54,312.54,312.54,312.54,3.1000000000000227
2000-01-28,300.89,300.89,300.89,300.89,-11.650000000000034
2000-01-31,311.09,311.09,311.09,311.09,10.199999999999989
2000-02-01,311.67,311.67,311.67,311.67,0.5800000000000409
2000-02-02,308.38,308.38,308.38,308.38,-3.2900000000000205
2000-02-03,307.63,307.63,307.63,307.63,-0.75
2000-02-04,302.93,302.93,302.93,302.93,-4.699999999999989
2000-02-07,300.07,300.07,300.07,300.07,-2.8600000000000136
2000-02-08,303.55,303.55,303.55,303.55,3.480000000000018
2000-02-09,295.22,295.22,295.22,295.22,-8.329999999999984
2000-02-10,289.01,289.01,289.01,289.01,-6.210000000000036
2000-02-11,288.8,288.8,288.8,288.8,-0.20999999999997954
2000-02-14,284.23,284.23,284.23,284.23,-4.569999999999993
2000-02-15,290.96,290.96,290.96,290.96,6.729999999999961
2000-02-16,286.26,286.26,286.26,286.26,-4.699999999999989
2000-02-17,281.5,281.5,281.5,281.5,-4.759999999999991
2000-02-18,271.99,271.99,271.99,271.99,-9.509999999999991
2000-02-22,273.92,273.92,273.92,273.92,1.9300000000000068
2000-02-23,272.56,272.56,272.56,272.56,-1.3600000000000136
2000-02-24,268.93,268.93,268.93,268.93,-3.6299999999999955
2000-02-25,266.15,266.15,266.15,266.15,-2.7800000000000296
2000-02-28,274.19,274.19,274.19,274.19,8.04000000000002
2000-02-29,276.92,276.92,276.92,276.92,2.730000000000018
2000-03-01,280.82,280.82,280.82,280.82,3.8999999999999773
2000-03-02,278.08,278.08,278.08,278.08,-2.740000000000009
2000-03-03,281.75,281.75,281.74,281.74,3.660000000000025
2000-03-06,278.66,278.66,278.66,278.66,-3.079999999999984
2000-03-07,269.36,269.36,269.36,269.36,-9.300000000000011
2000-03-08,266.56,266.56,266.56,266.56,-2.8000000000000114
2000-03-09,270.07,270.07,270.07,270.07,3.509999999999991
2000-03-10,270.41,270.41,270.41,270.41,0.34000000000003183
2000-03-13,272,272,272,272,1.589999999999975
2000-03-14,270.42,270.42,270.42,270.42,-1.579999999999984
2000-03-15,287.68,287.68,287.68,287.68,17.25999999999999
2000-03-16,312.85,312.85,312.85,312.85,25.170000000000016
2000-03-17,313.32,313.32,313.32,313.32,0.46999999999997044
2000-03-20,306.31,306.31,306.31,306.31,-7.009999999999991
2000-03-21,317.82,317.82,317.82,317.82,11.509999999999991
2000-03-22,321.21,321.21,321.21,321.21,3.3899999999999864
2000-03-23,334.34,334.34,334.34,334.34,13.129999999999995
2000-03-24,334.28,334.28,334.28,334.28,-0.060000000000002274
2000-03-27,325.69,325.69,325.69,325.69,-8.589999999999975
2000-03-28,327.81,327.81,327.81,327.81,2.1200000000000045
2000-03-29,325.49,325.49,325.49,325.49,-2.319999999999993
2000-03-30,323.44,323.44,323.44,323.44,-2.0500000000000114
2000-03-31,327.62,327.62,327.62,327.62,4.180000000000007
2000-04-03,343.52,343.52,343.52,343.52,15.899999999999977
2000-04-04,330.6,330.6,330.6,330.6,-12.919999999999959
2000-04-05,327.55,327.55,327.55,327.55,-3.0500000000000114
2000-04-06,330.33,330.33,330.33,330.33,2.7799999999999727
2000-04-07,323.55,323.55,323.55,323.55,-6.779999999999973
2000-04-10,332.17,332.17,332.17,332.17,8.620000000000005
2000-04-11,333.7,333.7,333.7,333.7,1.5299999999999727
2000-04-12,337.96,337.96,337.96,337.96,4.259999999999991
2000-04-13,330.26,330.26,330.26,330.26,-7.699999999999989
2000-04-14,304.74,304.74,304.74,304.74,-25.519999999999982
2000-04-17,307.25,307.25,307.25,307.25,2.509999999999991
2000-04-18,319.29,319.29,319.29,319.29,12.04000000000002
2000-04-19,312.84,312.84,312.84,312.84,-6.4500000000000455
2000-04-20,319.06,319.06,319.06,319.06,6.220000000000027
2000-04-24,325.89,325.89,325.89,325.89,6.829999999999984
2000-04-25,336.63,336.63,336.63,336.63,10.740000000000009
2000-04-26,330.36,330.36,330.36,330.36,-6.269999999999982
2000-04-27,323.43,323.43,323.43,323.43,-6.930000000000007
2000-04-28,316.76,316.76,316.76,316.76,-6.670000000000016
2000-05-01,321.56,321.56,321.56,321.56,4.800000000000011
2000-05-02,320.63,320.63,320.63,320.63,-0.9300000000000068
2000-05-03,312.58,312.58,312.58,312.58,-8.050000000000011
2000-05-04,308.6,308.6,308.6,308.6,-3.9799999999999613
2000-05-05,310.21,310.21,310.21,310.21,1.6099999999999568
2000-05-08,316.59,316.59,316.59,316.59,6.3799999999999955
2000-05-09,314.88,314.88,314.88,314.88,-1.7099999999999795
2000-05-10,308.67,308.67,308.67,308.67,-6.2099999999999795
2000-05-11,316.3,316.3,316.3,316.3,7.6299999999999955
2000-05-12,322.12,322.12,322.12,322.12,5.819999999999993
2000-05-15,334.73,334.73,334.73,334.73,12.610000000000014
2000-05-16,332.73,332.73,332.73,332.73,-2
2000-05-17,328.88,328.88,328.88,328.88,-3.8500000000000227
2000-05-18,332.91,332.91,332.91,332.91,4.03000000000003
2000-05-19,324.64,324.64,324.64,324.64,-8.270000000000039
2000-05-22,328.83,328.83,328.83,328.83,4.189999999999998
2000-05-23,329.99,329.99,329.99,329.99,1.160000000000025
2000-05-24,334.73,334.73,334.73,334.73,4.740000000000009
2000-05-25,326.48,326.48,326.48,326.48,-8.25
2000-05-26,326.55,326.55,326.55,326.55,0.06999999999999318
2000-05-30,333.27,333.27,333.27,333.27,6.71999999999997
2000-05-31,337.34,337.34,337.34,337.34,4.069999999999993
2000-06-01,346.32,346.32,346.32,346.32,8.980000000000018
