"Symbol: $SRMA",,,,,
"Date Time","Open","High","Low","Close","Change"
2000-01-03,157.24,157.24,157.24,157.24,0
2000-01-04,154.75,154.75,154.75,154.75,-2.490000000000009
2000-01-05,160.88,160.88,160.88,160.88,6.1299999999999955
2000-01-06,165.6,165.6,165.6,165.6,4.719999999999999
2000-01-07,166.97,166.97,166.97,166.97,1.3700000000000045
2000-01-10,164.52,164.52,164.52,164.52,-2.4499999999999886
2000-01-11,162.07,162.07,162.07,162.07,-2.450000000000017
2000-01-12,161.35,161.35,161.35,161.35,-0.7199999999999989
2000-01-13,161,161,161,161,-0.3499999999999943
2000-01-14,160.33,160.33,160.33,160.33,-0.6699999999999875
2000-01-18,155.75,155.75,155.75,155.75,-4.5800000000000125
2000-01-19,154.31,154.31,154.31,154.31,-1.4399999999999977
2000-01-20,150.38,150.38,150.38,150.38,-3.930000000000007
2000-01-21,149,149,149,149,-1.3799999999999955
2000-01-24,146.28,146.28,146.28,146.28,-2.719999999999999
2000-01-25,143.48,143.48,143.48,143.48,-2.8000000000000114
2000-01-26,143.74,143.74,143.74,143.74,0.2600000000000193
2000-01-27,144.01,144.01,144.01,144.01,0.2699999999999818
2000-01-28,141.69,141.69,141.69,141.69,-2.319999999999993
2000-01-31,141.06,141.06,141.06,141.06,-0.6299999999999955
2000-02-01,143.55,143.55,143.55,143.55,2.490000000000009
2000-02-02,143.62,143.62,143.62,143.62,0.06999999999999318
2000-02-03,142.47,142.47,142.47,142.47,-1.1500000000000057
2000-02-04,141.95,141.95,141.95,141.95,-0.5200000000000102
2000-02-07,139.4,139.4,139.4,139.4,-2.549999999999983
2000-02-08,137.9,137.9,137.9,137.9,-1.5
2000-02-09,136,136,136,136,-1.9000000000000057
2000-02-10,134.79,134.79,134.79,134.79,-1.210000000000008
2000-02-11,132.21,132.21,132.21,132.21,-2.579999999999984
2000-02-14,133.81,133.81,133.81,133.81,1.5999999999999943
2000-02-15,138.38,138.38,138.38,138.38,4.569999999999993
2000-02-16,136.46,136.46,136.46,136.46,-1.9199999999999875
2000-02-17,135.74,135.74,135.74,135.74,-0.7199999999999989
2000-02-18,132.04,132.04,132.04,132.04,-3.700000000000017
2000-02-22,135.89,135.89,135.89,135.89,3.8499999999999943
2000-02-23,133.12,133.12,133.12,133.12,-2.769999999999982
2000-02-24,129.65,129.65,129.65,129.65,-3.469999999999999
2000-02-25,127.37,127.37,127.37,127.37,-2.280000000000001
2000-02-28,128.01,128.01,128.01,128.01,0.6399999999999864
2000-02-29,127.19,127.19,127.19,127.19,-0.8199999999999932
2000-03-01,124.83,124.83,124.83,124.83,-2.3599999999999994
2000-03-02,121.8,121.8,121.8,121.8,-3.030000000000001
2000-03-03,127,127,127,127,5.200000000000003
2000-03-06,123.69,123.69,123.69,123.69,-3.3100000000000023
2000-03-07,119.02,119.02,119.02,119.02,-4.670000000000002
2000-03-08,121.55,121.55,121.55,121.55,2.530000000000001
2000-03-09,122.08,122.08,122.08,122.08,0.5300000000000011
2000-03-10,122.57,122.57,122.57,122.57,0.4899999999999949
2000-03-13,124.67,124.67,124.67,124.67,2.1000000000000085
2000-03-14,121.79,121.79,121.79,121.79,-2.8799999999999955
2000-03-15,130.04,130.04,130.04,130.04,8.249999999999986
2000-03-16,137.75,137.75,137.75,137.75,7.710000000000008
2000-03-17,132.9,132.9,132.9,132.9,-4.849999999999994
2000-03-20,135.19,135.19,135.19,135.19,2.289999999999992
2000-03-21,136.89,136.89,136.89,136.89,1.6999999999999886
2000-03-22,132.77,132.77,132.77,132.77,-4.119999999999976
2000-03-23,136.4,136.4,136.4,136.4,3.6299999999999955
2000-03-24,136.4,136.4,136.4,136.4,0
2000-03-27,135.07,135.07,135.07,135.07,-1.3300000000000125
2000-03-28,133.57,133.57,133.57,133.57,-1.5
2000-03-29,135.29,135.29,135.29,135.29,1.7199999999999989
2000-03-30,138.75,138.75,138.75,138.75,3.460000000000008
2000-03-31,139.59,139.59,139.59,139.59,0.8400000000000034
2000-04-03,144.05,144.05,144.05,144.05,4.460000000000008
2000-04-04,143.25,143.25,143.25,143.25,-0.8000000000000114
2000-04-05,141.28,141.28,141.28,141.28,-1.9699999999999989
2000-04-06,141.23,141.23,141.23,141.23,-0.05000000000001137
2000-04-07,138.91,138.91,138.91,138.91,-2.319999999999993
2000-04-10,141.99,141.99,141.99,141.99,3.0800000000000125
2000-04-11,145.57,145.57,145.57,145.57,3.579999999999984
2000-04-12,148.38,148.38,148.38,148.38,2.8100000000000023
2000-04-13,144.72,144.72,144.72,144.72,-3.6599999999999966
2000-04-14,137.58,137.58,137.58,137.58,-7.139999999999986
2000-04-17,137.68,137.68,137.68,137.68,0.09999999999999432
2000-04-18,134.05,134.05,134.05,134.05,-3.6299999999999955
2000-04-19,132.79,132.79,132.79,132.79,-1.2600000000000193
2000-04-20,135.19,135.19,135.19,135.19,2.4000000000000057
2000-04-24,136.9,136.9,136.9,136.9,1.710000000000008
