"Symbol: $SRIN",,,,,
"Date Time","Open","High","Low","Close","Change"
2000-01-03,265.61,265.61,265.61,265.61,0
2000-01-04,257.24,257.24,257.24,257.24,-8.370000000000005
2000-01-05,257.2,257.2,257.2,257.2,-0.040000000000020464
2000-01-06,261.64,261.64,261.64,261.64,4.439999999999998
2000-01-07,270.39,270.39,270.39,270.39,8.75
2000-01-10,270.56,270.56,270.56,270.56,0.17000000000001592
2000-01-11,268.27,268.27,268.27,268.27,-2.2900000000000205
2000-01-12,268.05,268.05,268.05,268.05,-0.21999999999997044
2000-01-13,271.3,271.3,271.3,271.3,3.25
2000-01-14,268.74,268.74,268.74,268.74,-2.5600000000000023
2000-01-18,266.2,266.2,266.2,266.2,-2.5400000000000205
2000-01-19,266.54,266.54,266.54,266.54,0.34000000000003183
2000-01-20,262.61,262.61,262.61,262.61,-3.930000000000007
2000-01-21,261.48,261.48,261.48,261.48,-1.1299999999999955
2000-01-24,252.17,252.17,252.17,252.17,-9.31000000000003
2000-01-25,251.4,251.4,251.4,251.4,-0.7699999999999818
2000-01-26,255.62,255.62,255.62,255.62,4.219999999999999
2000-01-27,256.58,256.58,256.58,256.58,0.9599999999999795
2000-01-28,247.3,247.3,247.3,247.3,-9.279999999999973
2000-01-31,248.4,248.4,248.4,248.4,1.0999999999999943
2000-02-01,249.79,249.79,249.79,249.79,1.3899999999999864
2000-02-02,247.69,247.69,247.69,247.69,-2.0999999999999943
2000-02-03,251.83,251.83,251.83,251.83,4.140000000000015
2000-02-04,253.11,253.11,253.11,253.11,1.2800000000000011
2000-02-07,246.54,246.54,246.54,246.54,-6.570000000000022
2000-02-08,247.53,247.53,247.53,247.53,0.9900000000000091
2000-02-09,242.38,242.38,242.38,242.38,-5.150000000000006
2000-02-10,242.42,242.42,242.42,242.42,0.03999999999999204
2000-02-11,237.56,237.56,237.56,237.56,-4.859999999999985
2000-02-14,239.83,239.83,239.83,239.83,2.2700000000000102
2000-02-15,244.32,244.32,244.32,244.32,4.489999999999981
2000-02-16,241.39,241.39,241.39,241.39,-2.930000000000007
2000-02-17,241.53,241.53,241.53,241.53,0.14000000000001478
2000-02-18,233.79,233.79,233.79,233.79,-7.740000000000009
2000-02-22,238.89,238.89,238.89,238.89,5.099999999999994
2000-02-23,237.79,237.79,237.79,237.79,-1.0999999999999943
2000-02-24,236.9,236.9,236.9,236.9,-0.8899999999999864
2000-02-25,232.51,232.51,232.51,232.51,-4.390000000000015
2000-02-28,234.86,234.86,234.86,234.86,2.3500000000000227
2000-02-29,237.5,237.5,237.5,237.5,2.6399999999999864
2000-03-01,238.24,238.24,238.24,238.24,0.7400000000000091
2000-03-02,239.19,239.19,239.19,239.19,0.9499999999999886
2000-03-03,245.29,245.29,245.29,245.29,6.099999999999994
2000-03-06,242.47,242.47,242.47,242.47,-2.819999999999993
2000-03-07,232.24,232.24,232.24,232.24,-10.22999999999999
2000-03-08,233.85,233.85,233.85,233.85,1.6099999999999852
2000-03-09,237.44,237.44,237.44,237.44,3.5900000000000034
2000-03-10,238.54,238.54,238.54,238.54,1.0999999999999943
2000-03-13,235.53,235.53,235.53,235.53,-3.009999999999991
2000-03-14,232.36,232.36,232.36,232.36,-3.1699999999999875
2000-03-15,242.5,242.5,242.5,242.5,10.139999999999986
2000-03-16,254.2,254.2,254.2,254.2,11.699999999999989
2000-03-17,254.19,254.19,254.19,254.19,-0.009999999999990905
2000-03-20,254.88,254.88,254.88,254.88,0.6899999999999977
