Date,Value
2016-04-18,664.42
2016-04-15,662.5
2016-04-14,657.58
2016-04-13,658.22
2016-04-12,662.77
2016-04-11,657.51
2016-04-08,660.11
2016-04-07,656.44
2016-04-06,656.16
2016-04-05,656.55
2016-04-04,668.34
2016-04-01,671.04
2016-03-31,668.57
2016-03-30,665.32
2016-03-29,666.97
2016-03-28,657.28
2016-03-24,660.2
2016-03-23,658.83
2016-03-22,654.99
2016-03-21,657.01
2016-03-18,658.54
2016-03-17,663.19
2016-03-16,655.74
2016-03-15,649.32
2016-03-14,647.64
2016-03-11,647.14
2016-03-10,645.96
2016-03-09,646.0
2016-03-08,642.77
2016-03-07,636.61
2016-03-04,633.05
2016-03-03,625.79
2016-03-02,623.05
2016-03-01,618.5
2016-02-29,620.7
2016-02-26,619.03
2016-02-25,637.8
2016-02-24,630.2
2016-02-23,627.17
2016-02-22,626.08
2016-02-19,618.61
2016-02-18,622.74
2016-02-17,611.99
2016-02-16,614.49
2016-02-12,610.87
2016-02-11,614.03
2016-02-10,626.02
2016-02-09,626.77
2016-02-08,622.95
2016-02-05,624.62
2016-02-04,622.07
2016-02-03,626.64
2016-02-02,618.63
2016-02-01,616.43
2016-01-29,611.35
2016-01-28,599.19
2016-01-27,589.5
2016-01-26,588.47
2016-01-25,584.04
2016-01-22,589.14
2016-01-21,578.66
2016-01-20,579.03
2016-01-19,591.87
2016-01-15,582.79
2016-01-14,587.42
2016-01-13,579.01
2016-01-12,579.49
2016-01-11,582.21
2016-01-08,578.82
2016-01-07,577.51
2016-01-06,580.5
2016-01-05,580.97
2016-01-04,577.48
2015-12-31,577.82
2015-12-30,584.5
2015-12-29,585.11
2015-12-28,582.4
2015-12-24,581.02
2015-12-23,581.01
2015-12-22,572.5
2015-12-21,567.45
2015-12-18,567.94
2015-12-17,574.79
2015-12-16,574.11
2015-12-15,558.87
2015-12-14,553.88
2015-12-11,551.13
2015-12-10,552.56
2015-12-09,561.65
2015-12-08,562.26
2015-12-07,562.9
2015-12-04,561.2
2015-12-03,551.93
2015-12-02,556.1
2015-12-01,567.3
2015-11-30,563.13
2015-11-27,563.02
2015-11-25,560.63
2015-11-24,563.28
2015-11-23,565.82
2015-11-20,571.09
2015-11-19,569.11
2015-11-18,562.8
2015-11-17,559.03
2015-11-16,568.8
2015-11-13,560.58
2015-11-12,562.34
2015-11-11,566.82
2015-11-10,561.98
2015-11-09,558.45
2015-11-06,556.46
2015-11-05,578.69
2015-11-04,583.45
2015-11-03,581.32
2015-11-02,580.53
2015-10-30,580.5
2015-10-29,577.86
2015-10-28,582.77
2015-10-27,590.53
2015-10-26,592.05
2015-10-23,594.41
2015-10-22,605.36
2015-10-21,598.31
2015-10-20,599.39
2015-10-19,597.97
2015-10-16,596.98
2015-10-15,596.04
2015-10-14,587.06
2015-10-13,587.3
2015-10-12,588.63
2015-10-09,583.36
2015-10-08,585.88
2015-10-07,578.69
2015-10-06,580.54
2015-10-05,585.37
2015-10-02,577.25
2015-10-01,569.59
2015-09-30,576.83
2015-09-29,567.43
2015-09-28,567.36
2015-09-25,572.36
2015-09-24,566.81
2015-09-23,562.39
2015-09-22,560.81
2015-09-21,567.69
2015-09-18,564.99
2015-09-17,567.72
2015-09-16,560.12
2015-09-15,553.74
2015-09-14,551.21
2015-09-11,549.46
2015-09-10,544.89
2015-09-09,546.03
2015-09-08,553.37
2015-09-04,541.97
2015-09-03,550.24
2015-09-02,547.29
2015-09-01,546.94
2015-08-31,562.02
2015-08-28,572.21
2015-08-27,573.76
2015-08-26,566.58
2015-08-25,557.17
2015-08-24,573.22
2015-08-21,597.65
2015-08-20,604.04
2015-08-19,607.92
2015-08-18,605.27
2015-08-17,606.72
2015-08-14,604.29
2015-08-13,599.74
2015-08-12,599.14
2015-08-11,590.08
2015-08-10,587.59
2015-08-07,590.45
2015-08-06,583.01
2015-08-05,580.97
2015-08-04,579.37
2015-08-03,587.77
2015-07-31,583.94
2015-07-30,578.88
2015-07-29,575.2
2015-07-28,573.3
2015-07-27,570.87
2015-07-24,562.74
2015-07-23,562.16
2015-07-22,570.7
2015-07-21,567.64
2015-07-20,573.17
2015-07-17,575.42
2015-07-16,581.56
2015-07-15,573.15
2015-07-14,570.18
2015-07-13,570.87
2015-07-10,570.96
2015-07-09,567.92
2015-07-08,574.26
2015-07-07,576.72
2015-07-06,562.83
2015-07-02,561.13
2015-07-01,553.58
2015-06-30,550.32
2015-06-29,552.17
2015-06-26,555.12
2015-06-25,552.57
2015-06-24,556.2
2015-06-23,561.07
2015-06-22,568.92
2015-06-19,569.68
2015-06-18,575.46
2015-06-17,567.06
2015-06-16,561.31
2015-06-15,559.37
2015-06-12,560.53
2015-06-11,565.53
2015-06-10,561.9
2015-06-09,559.76
2015-06-08,560.67
2015-06-05,562.95
2015-06-04,570.4
2015-06-03,571.44
2015-06-02,580.12
2015-06-01,587.95
2015-05-29,586.98
2015-05-28,587.75
2015-05-27,586.21
2015-05-26,584.39
2015-05-22,588.13
2015-05-21,589.22
2015-05-20,589.28
2015-05-19,588.49
2015-05-18,587.48
2015-05-15,585.74
2015-05-14,579.01
2015-05-13,572.55
2015-05-12,578.05
2015-05-11,580.31
2015-05-08,583.83
2015-05-07,579.77
2015-05-06,577.62
2015-05-05,580.68
2015-05-04,594.07
2015-05-01,590.02
2015-04-30,586.63
2015-04-29,593.56
2015-04-28,594.66
2015-04-27,590.63
2015-04-24,597.81
2015-04-23,591.52
2015-04-22,587.5
2015-04-21,585.8
2015-04-20,591.55
2015-04-17,583.28
2015-04-16,585.29
2015-04-15,588.9
2015-04-14,587.76
2015-04-13,584.66
2015-04-10,591.4
2015-04-09,586.76
2015-04-08,589.44
2015-04-07,591.4
2015-04-06,597.62
2015-04-02,589.87
2015-04-01,588.01
2015-03-31,587.08
2015-03-30,588.14
2015-03-27,580.51
2015-03-26,576.79
2015-03-25,581.99
2015-03-24,588.76
2015-03-23,595.77
2015-03-20,595.33
2015-03-19,590.91
2015-03-18,596.84
2015-03-17,581.38
2015-03-16,582.75
2015-03-13,572.92
2015-03-12,578.31
2015-03-11,566.9
2015-03-10,569.76
2015-03-09,570.83
2015-03-06,570.03
2015-03-05,588.32
2015-03-04,584.1
2015-03-03,587.19
2015-03-02,583.2
2015-02-27,594.17
2015-02-26,593.83
2015-02-25,598.48
2015-02-24,607.98
2015-02-23,604.06
2015-02-20,600.06
2015-02-19,599.95
2015-02-18,606.68
2015-02-17,593.37
2015-02-13,593.83
2015-02-12,603.55
2015-02-11,605.63
2015-02-10,620.63
2015-02-09,607.77
2015-02-06,613.69
2015-02-05,639.32
2015-02-04,633.85
2015-02-03,641.4
2015-02-02,639.56
2015-01-30,637.2
2015-01-29,652.11
2015-01-28,643.23
2015-01-27,649.67
2015-01-26,648.12
2015-01-23,647.78
2015-01-22,645.82
2015-01-21,649.12
2015-01-20,643.17
2015-01-16,640.74
2015-01-15,634.46
2015-01-14,630.58
2015-01-13,623.86
2015-01-12,622.06
2015-01-09,623.61
2015-01-08,626.61
2015-01-07,621.55
2015-01-06,615.33
2015-01-05,614.08
2015-01-02,621.61
2014-12-31,618.08
2014-12-30,629.57
2014-12-29,643.33
2014-12-26,635.54
2014-12-24,628.5
2014-12-23,617.86
2014-12-22,615.72
2014-12-19,613.49
2014-12-18,613.65
2014-12-17,602.3
2014-12-16,591.27
2014-12-15,592.61
2014-12-12,597.56
2014-12-11,603.57
2014-12-10,597.46
2014-12-09,605.37
2014-12-08,601.99
2014-12-05,596.72
2014-12-04,602.04
2014-12-03,602.69
2014-12-02,604.47
2014-12-01,600.56
2014-11-28,599.7
2014-11-26,593.54
2014-11-25,590.37
2014-11-24,591.16
2014-11-21,596.15
2014-11-20,593.79
2014-11-19,595.03
2014-11-18,594.93
2014-11-17,593.59
2014-11-14,586.04
2014-11-13,587.82
2014-11-12,592.72
2014-11-11,604.54
2014-11-10,606.75
2014-11-07,603.08
2014-11-06,597.54
2014-11-05,608.74
2014-11-04,596.64
2014-11-03,601.07
2014-10-31,596.93
2014-10-30,596.41
2014-10-29,584.17
2014-10-28,587.16
2014-10-27,582.46
2014-10-24,583.7
2014-10-23,577.03
2014-10-22,576.08
2014-10-21,572.57
2014-10-20,570.63
2014-10-17,562.56
2014-10-16,558.94
2014-10-15,558.64
2014-10-14,566.21
2014-10-13,560.87
2014-10-10,561.67
2014-10-09,558.07
2014-10-08,567.09
2014-10-07,554.36
2014-10-06,555.34
2014-10-03,555.49
2014-10-02,552.51
2014-10-01,553.63
2014-09-30,551.29
2014-09-29,550.79
2014-09-26,547.95
2014-09-25,546.0
2014-09-24,549.83
2014-09-23,551.0
2014-09-22,552.59
2014-09-19,556.91
2014-09-18,552.8
2014-09-17,556.72
2014-09-16,558.05
2014-09-15,551.28
2014-09-12,549.64
2014-09-11,559.9
2014-09-10,554.96
2014-09-09,557.37
2014-09-08,563.87
2014-09-05,568.14
2014-09-04,561.47
2014-09-03,562.0
2014-09-02,559.27
2014-08-29,564.37
2014-08-28,560.11
2014-08-27,557.13
2014-08-26,552.68
2014-08-25,558.28
2014-08-22,555.25
2014-08-21,556.65
2014-08-20,555.96
2014-08-19,554.68
2014-08-18,548.2
2014-08-15,548.81
2014-08-14,545.91
2014-08-13,541.42
2014-08-12,540.55
2014-08-11,540.63
2014-08-08,542.69
2014-08-07,530.78
2014-08-06,526.03
2014-08-05,532.01
2014-08-04,538.66
2014-08-01,540.69
2014-07-31,539.3
2014-07-30,548.58
2014-07-29,558.23
2014-07-28,563.48
2014-07-25,556.51
2014-07-24,560.57
2014-07-23,558.71
2014-07-22,558.65
2014-07-21,558.87
2014-07-18,559.13
2014-07-17,553.08
2014-07-16,558.72
2014-07-15,555.95
2014-07-14,553.25
2014-07-11,559.43
2014-07-10,562.42
2014-07-09,559.28
2014-07-08,559.46
2014-07-07,556.08
2014-07-03,554.27
2014-07-02,560.19
2014-07-01,570.85
2014-06-30,575.98
2014-06-27,571.71
2014-06-26,569.99
2014-06-25,569.17
2014-06-24,565.86
2014-06-23,565.44
2014-06-20,566.46
2014-06-19,569.84
2014-06-18,564.45
2014-06-17,553.41
2014-06-16,552.37
2014-06-13,542.42
2014-06-12,539.37
2014-06-11,537.5
2014-06-10,544.16
2014-06-09,545.68
2014-06-06,550.01
2014-06-05,551.6
2014-06-04,547.45
2014-06-03,547.19
2014-06-02,545.44
2014-05-30,544.96
2014-05-29,540.84
2014-05-28,540.42
2014-05-27,537.81
2014-05-23,534.02
2014-05-22,535.2
2014-05-21,531.1
2014-05-20,530.55
2014-05-19,529.74
2014-05-16,537.78
2014-05-15,536.28
2014-05-14,537.99
2014-05-13,535.85
2014-05-12,534.49
2014-05-09,539.55
2014-05-08,547.44
2014-05-07,553.66
2014-05-06,544.86
2014-05-05,547.92
2014-05-02,543.81
2014-05-01,555.54
2014-04-30,553.58
2014-04-29,553.12
2014-04-28,554.58
2014-04-25,551.66
2014-04-24,546.02
2014-04-23,543.15
2014-04-22,542.82
2014-04-21,542.78
2014-04-17,543.0
2014-04-16,548.75
2014-04-15,544.65
2014-04-14,537.7
2014-04-11,534.32
2014-04-10,534.8
2014-04-09,537.35
2014-04-08,538.41
2014-04-07,529.65
2014-04-04,531.61
2014-04-03,529.71
2014-04-02,527.8
2014-04-01,528.91
2014-03-31,532.13
2014-03-28,526.94
2014-03-27,525.88
2014-03-26,522.0
2014-03-25,524.53
2014-03-24,522.78
2014-03-21,521.66
2014-03-20,517.32
2014-03-19,517.24
2014-03-18,524.55
2014-03-17,525.78
2014-03-14,522.29
2014-03-13,519.13
2014-03-12,515.52
2014-03-11,510.21
2014-03-10,512.51
2014-03-07,514.2
2014-03-06,512.56
2014-03-05,514.93
2014-03-04,518.57
2014-03-03,514.19
2014-02-28,518.77
2014-02-27,515.95
2014-02-26,517.7
2014-02-25,520.79
2014-02-24,522.05
2014-02-21,523.47
2014-02-20,523.12
2014-02-19,517.96
2014-02-18,520.19
2014-02-14,519.51
2014-02-13,516.25
2014-02-12,510.62
2014-02-11,511.65
2014-02-10,506.7
2014-02-07,503.85
2014-02-06,500.34
2014-02-05,496.53
2014-02-04,498.98
2014-02-03,501.67
2014-01-31,506.26
2014-01-30,502.4
2014-01-29,494.65
2014-01-28,495.43
2014-01-27,492.89
2014-01-24,491.96
2014-01-23,496.88
2014-01-22,497.72
2014-01-21,498.21
2014-01-17,492.7
2014-01-16,492.7
2014-01-15,489.37
2014-01-14,489.89
2014-01-13,489.64
2014-01-10,493.87
2014-01-09,487.38
2014-01-08,484.17
2014-01-07,486.36
2014-01-06,482.3
2014-01-03,481.4
2014-01-02,482.88
2013-12-31,490.57
2013-12-30,489.28
2013-12-27,487.94
2013-12-26,487.12
2013-12-24,488.96
2013-12-23,487.01
2013-12-20,488.34
2013-12-19,483.74
2013-12-18,486.91
2013-12-17,481.35
2013-12-16,481.07
2013-12-13,477.81
2013-12-12,478.7
2013-12-11,478.3
2013-12-10,482.42
2013-12-09,487.89
2013-12-06,490.29
2013-12-05,484.41
2013-12-04,488.89
2013-12-03,487.98
2013-12-02,485.15
2013-11-29,487.13
2013-11-27,487.16
2013-11-26,489.22
2013-11-25,493.88
2013-11-22,495.31
2013-11-21,495.87
2013-11-20,495.55
2013-11-19,502.58
2013-11-18,506.84
2013-11-15,506.91
2013-11-14,503.76
2013-11-13,499.38
2013-11-12,498.18
2013-11-11,502.04
2013-11-08,502.46
2013-11-07,503.56
2013-11-06,508.28
2013-11-05,501.75
2013-11-04,505.55
2013-11-01,504.65
2013-10-31,499.87
2013-10-30,502.72
2013-10-29,505.85
2013-10-28,504.86
2013-10-25,506.57
2013-10-24,501.46
2013-10-23,502.18
2013-10-22,502.46
2013-10-21,495.45
2013-10-18,496.05
2013-10-17,494.61
2013-10-16,487.6
2013-10-15,482.57
2013-10-14,489.03
2013-10-11,491.68
2013-10-10,489.72
2013-10-09,483.16
2013-10-08,480.89
2013-10-07,477.94
2013-10-04,480.0
2013-10-03,478.91
2013-10-02,484.8
2013-10-01,484.16
2013-09-30,482.29
2013-09-27,482.19
2013-09-26,485.37
2013-09-25,486.46
2013-09-24,490.06
2013-09-23,490.56
2013-09-20,485.33
2013-09-19,492.69
2013-09-18,494.12
2013-09-17,479.61
2013-09-16,477.32
2013-09-13,476.89
2013-09-12,472.64
2013-09-11,474.24
2013-09-10,479.41
2013-09-09,475.61
2013-09-06,473.37
2013-09-05,470.31
2013-09-04,471.86
2013-09-03,472.9
2013-08-30,477.87
2013-08-29,477.83
2013-08-28,480.87
2013-08-27,479.35
2013-08-26,479.26
2013-08-23,482.94
2013-08-22,479.22
2013-08-21,475.94
2013-08-20,481.14
2013-08-19,477.19
2013-08-16,481.68
2013-08-15,486.77
2013-08-14,493.26
2013-08-13,497.21
2013-08-12,499.75
2013-08-09,503.04
2013-08-08,505.67
2013-08-07,504.3
2013-08-06,502.17
2013-08-05,504.52
2013-08-02,508.47
2013-08-01,509.06
2013-07-31,503.97
2013-07-30,507.28
2013-07-29,505.78
2013-07-26,504.41
2013-07-25,501.44
2013-07-24,499.7
2013-07-23,507.5
2013-07-22,506.32
2013-07-19,506.22
2013-07-18,506.9
2013-07-17,502.38
2013-07-16,503.27
2013-07-15,505.73
2013-07-12,498.03
2013-07-11,496.05
2013-07-10,488.02
2013-07-09,486.32
2013-07-08,483.22
2013-07-05,476.94
2013-07-03,479.14
2013-07-02,479.95
2013-07-01,479.61
2013-06-28,485.9
2013-06-27,482.89
2013-06-26,482.86
2013-06-25,476.26
2013-06-24,470.89
2013-06-21,471.77
2013-06-20,465.57
2013-06-19,479.38
2013-06-18,490.82
2013-06-17,487.81
2013-06-14,485.33
2013-06-13,484.98
2013-06-12,478.04
2013-06-11,482.15
2013-06-10,485.37
2013-06-07,486.89
2013-06-06,483.17
2013-06-05,477.09
2013-06-04,481.33
2013-06-03,482.71
2013-05-31,482.16
2013-05-30,485.12
2013-05-29,484.95
2013-05-28,492.42
2013-05-24,499.21
2013-05-23,504.51
2013-05-22,507.46
2013-05-21,515.49
2013-05-20,514.7
2013-05-17,516.7
2013-05-16,511.87
2013-05-15,516.29
2013-05-14,512.83
2013-05-13,510.41
2013-05-10,513.71
2013-05-09,512.69
2013-05-08,520.26
2013-05-07,526.49
2013-05-06,522.02
2013-05-03,529.3
2013-05-02,530.95
2013-05-01,532.16
2013-04-30,537.32
2013-04-29,536.25
2013-04-26,532.03
2013-04-25,532.11
2013-04-24,531.74
2013-04-23,529.82
2013-04-22,527.89
2013-04-19,528.03
2013-04-18,520.97
2013-04-17,519.44
2013-04-16,522.32
2013-04-15,516.31
2013-04-12,523.32
2013-04-11,522.39
2013-04-10,521.25
2013-04-09,517.33
2013-04-08,518.25
2013-04-05,514.73
2013-04-04,512.04
2013-04-03,507.47
2013-04-02,509.16
2013-04-01,507.59
2013-03-28,508.4
2013-03-27,502.62
2013-03-26,500.93
2013-03-25,496.66
2013-03-22,497.36
2013-03-21,496.4
2013-03-20,498.09
2013-03-19,494.27
2013-03-18,492.22
2013-03-15,495.18
2013-03-14,491.79
2013-03-13,490.02
2013-03-12,488.05
2013-03-11,490.15
2013-03-08,488.48
2013-03-07,486.89
2013-03-06,488.2
2013-03-05,488.25
2013-03-04,485.78
2013-03-01,481.39
2013-02-28,480.41
2013-02-27,478.89
2013-02-26,473.91
2013-02-25,472.34
2013-02-22,477.91
2013-02-21,472.56
2013-02-20,475.63
2013-02-19,476.88
2013-02-15,472.38
2013-02-14,471.02
2013-02-13,475.61
2013-02-12,476.67
2013-02-11,474.83
2013-02-08,474.46
2013-02-07,474.53
2013-02-06,473.39
2013-02-05,472.52
2013-02-04,471.36
2013-02-01,474.53
2013-01-31,474.0
2013-01-30,473.05
2013-01-29,472.88
2013-01-28,469.25
2013-01-25,470.05
2013-01-24,467.27
2013-01-23,465.17
2013-01-22,466.36
2013-01-18,462.88
2013-01-17,458.6
2013-01-16,457.41
2013-01-15,459.37
2013-01-14,458.19
2013-01-11,458.96
2013-01-10,458.69
2013-01-09,456.97
2013-01-08,458.46
2013-01-07,459.37
2013-01-04,464.62
2013-01-03,461.57
2013-01-02,461.46
2012-12-31,453.09
2012-12-28,446.7
2012-12-27,450.98
2012-12-26,452.02
2012-12-24,455.95
2012-12-21,457.63
2012-12-20,460.14
2012-12-19,458.14
2012-12-18,461.34
2012-12-17,457.19
2012-12-14,451.1
2012-12-13,451.49
2012-12-12,453.43
2012-12-11,454.07
2012-12-10,453.51
2012-12-07,453.64
2012-12-06,453.47
2012-12-05,454.69
2012-12-04,448.3
2012-12-03,451.04
2012-11-30,454.12
2012-11-29,449.93
2012-11-28,447.67
2012-11-27,446.18
2012-11-26,445.88
2012-11-23,440.59
2012-11-21,441.05
2012-11-20,442.8
2012-11-19,444.11
2012-11-16,443.08
2012-11-15,438.05
2012-11-14,441.43
2012-11-13,445.83
2012-11-12,444.0
2012-11-09,448.11
2012-11-08,451.22
2012-11-07,452.3
2012-11-06,462.26
2012-11-05,462.43
2012-11-02,469.78
2012-11-01,472.93
2012-10-31,479.4
2012-10-26,475.49
2012-10-25,475.8
2012-10-24,474.1
2012-10-23,477.47
2012-10-22,481.74
2012-10-19,483.76
2012-10-18,487.36
2012-10-17,485.85
2012-10-16,480.41
2012-10-15,478.36
2012-10-12,475.48
2012-10-11,478.57
2012-10-10,478.33
2012-10-09,479.58
2012-10-08,480.37
2012-10-05,479.93
2012-10-04,481.48
2012-10-03,478.82
2012-10-02,475.95
2012-10-01,474.11
2012-09-28,475.75
2012-09-27,473.88
2012-09-26,474.96
2012-09-25,474.34
2012-09-24,475.6
2012-09-21,471.35
2012-09-20,471.02
2012-09-19,468.59
2012-09-18,467.68
2012-09-17,469.26
2012-09-14,472.13
2012-09-13,475.29
2012-09-12,467.89
2012-09-11,469.91
2012-09-10,471.23
2012-09-07,471.86
2012-09-06,472.53
2012-09-05,466.43
2012-09-04,468.78
2012-08-31,468.21
2012-08-30,468.45
2012-08-29,470.65
2012-08-28,472.86
2012-08-27,473.56
2012-08-24,472.5
2012-08-23,470.17
2012-08-22,475.13
2012-08-21,475.93
2012-08-20,479.01
2012-08-17,478.91
2012-08-16,479.82
2012-08-15,481.37
2012-08-14,483.54
2012-08-13,482.99
2012-08-10,485.14
2012-08-09,483.75
2012-08-08,483.19
2012-08-07,484.16
2012-08-06,489.29
2012-08-03,491.08
2012-08-02,485.6
2012-08-01,489.09
2012-07-31,492.62
2012-07-30,496.56
2012-07-27,494.4
2012-07-26,489.63
2012-07-25,481.08
2012-07-24,481.81
2012-07-23,485.87
2012-07-20,489.34
2012-07-19,487.98
2012-07-18,487.34
2012-07-17,485.55
2012-07-16,484.46
2012-07-13,485.67
2012-07-12,480.73
2012-07-11,480.71
2012-07-10,478.35
2012-07-09,477.25
2012-07-06,478.43
2012-07-05,480.41
2012-07-03,482.89
2012-07-02,484.5
2012-06-29,481.36
2012-06-28,477.96
2012-06-27,477.32
2012-06-26,471.75
2012-06-25,470.21
2012-06-22,472.06
2012-06-21,471.58
2012-06-20,477.47
2012-06-19,483.09
2012-06-18,484.02
2012-06-15,483.05
2012-06-14,480.79
2012-06-13,477.37
2012-06-12,477.75
2012-06-11,476.57
2012-06-08,478.48
2012-06-07,476.75
2012-06-06,473.29
2012-06-05,467.45
2012-06-04,465.78
2012-06-01,464.31
2012-05-31,468.04
2012-05-30,465.84
2012-05-29,469.45
2012-05-25,467.35
2012-05-24,466.91
2012-05-23,465.3
2012-05-22,467.9
2012-05-21,465.64
2012-05-18,464.16
2012-05-17,464.09
2012-05-16,467.28
2012-05-15,467.94
2012-05-14,470.23
2012-05-11,472.01
2012-05-10,471.79
2012-05-09,467.01
2012-05-08,467.4
2012-05-07,467.45
2012-05-04,467.88
2012-05-03,467.2
2012-05-02,470.01
2012-05-01,472.96
2012-04-30,470.53
2012-04-27,469.46
2012-04-26,468.01
2012-04-25,464.86
2012-04-24,461.7
2012-04-23,458.62
2012-04-20,460.75
2012-04-19,456.51
2012-04-18,458.06
2012-04-17,458.98
2012-04-16,456.24
2012-04-13,452.1
2012-04-12,453.39
2012-04-11,451.02
2012-04-10,449.84
2012-04-09,455.8
2012-04-05,458.75
2012-04-04,461.23
2012-04-03,461.27
2012-04-02,461.18
2012-03-30,458.93
2012-03-29,456.04
2012-03-28,454.18
2012-03-27,458.23
2012-03-26,456.1
2012-03-23,452.76
2012-03-22,452.79
2012-03-21,452.63
2012-03-20,453.36
2012-03-19,451.67
2012-03-16,453.6
2012-03-15,454.66
2012-03-14,454.89
2012-03-13,461.18
2012-03-12,459.92
2012-03-09,454.95
2012-03-08,453.2
2012-03-07,452.18
2012-03-06,452.53
2012-03-05,454.51
2012-03-02,453.75
2012-03-01,453.2
2012-02-29,451.54
2012-02-28,451.09
2012-02-27,452.76
2012-02-24,453.34
2012-02-23,450.75
2012-02-22,452.34
2012-02-21,452.28
2012-02-17,452.6
2012-02-16,452.64
2012-02-15,447.91
2012-02-14,450.32
2012-02-13,449.41
2012-02-10,450.45
2012-02-09,451.02
2012-02-08,452.48
2012-02-07,452.06
2012-02-06,449.95
2012-02-03,451.36
2012-02-02,449.84
2012-02-01,450.91
2012-01-31,448.84
2012-01-30,446.56
2012-01-27,447.97
2012-01-26,454.04
2012-01-25,453.49
2012-01-24,446.27
2012-01-23,449.76
2012-01-20,448.54
2012-01-19,447.24
2012-01-18,451.75
2012-01-17,451.69
2012-01-13,450.9
2012-01-12,451.54
2012-01-11,451.58
2012-01-10,453.2
2012-01-09,452.58
2012-01-06,451.2
2012-01-05,453.88
2012-01-04,453.02
2012-01-03,455.72
2011-12-30,464.68
2011-12-29,467.12
2011-12-28,463.28
2011-12-27,466.58
2011-12-23,462.94
2011-12-22,459.66
2011-12-21,458.71
2011-12-20,451.72
2011-12-19,442.0
2011-12-16,446.15
2011-12-15,446.84
2011-12-14,440.77
2011-12-13,445.03
2011-12-12,442.71
2011-12-09,446.93
2011-12-08,440.99
2011-12-07,447.33
2011-12-06,448.35
2011-12-05,447.49
2011-12-02,443.63
2011-12-01,448.07
2011-11-30,448.84
2011-11-29,437.1
2011-11-28,432.2
2011-11-25,426.01
2011-11-23,423.96
2011-11-22,430.45
2011-11-21,436.38
2011-11-18,442.01
2011-11-17,439.81
2011-11-16,442.33
2011-11-15,448.7
2011-11-14,447.21
2011-11-11,452.91
2011-11-10,447.07
2011-11-09,444.32
2011-11-08,454.94
2011-11-07,453.39
2011-11-04,451.17
2011-11-03,453.57
2011-11-02,448.69
2011-11-01,441.76
2011-10-31,450.14
2011-10-28,453.69
2011-10-27,457.2
2011-10-26,447.61
2011-10-25,444.69
2011-10-24,450.67
2011-10-21,452.66
2011-10-20,445.3
2011-10-19,442.41
2011-10-18,442.01
2011-10-17,438.14
2011-10-14,438.76
2011-10-13,434.53
2011-10-12,435.02
2011-10-11,435.93
2011-10-10,440.47
2011-10-07,431.34
2011-10-06,430.03
2011-10-05,422.27
2011-10-04,422.1
2011-10-03,423.58
2011-09-30,433.38
2011-09-29,438.56
2011-09-28,431.81
2011-09-27,436.27
2011-09-26,435.84
2011-09-23,431.55
2011-09-22,427.55
2011-09-21,435.74
2011-09-20,443.51
2011-09-19,437.58
2011-09-16,439.29
2011-09-15,434.9
2011-09-14,429.48
2011-09-13,425.44
2011-09-12,423.43
2011-09-09,419.89
2011-09-08,429.22
2011-09-07,428.93
2011-09-06,424.24
2011-09-02,426.72
2011-09-01,432.47
2011-08-31,435.06
2011-08-30,432.62
2011-08-29,432.24
2011-08-26,423.68
2011-08-25,424.55
2011-08-24,431.28
2011-08-23,423.21
2011-08-22,415.11
2011-08-19,416.67
2011-08-18,419.89
2011-08-17,427.57
2011-08-16,424.27
2011-08-15,425.98
2011-08-12,411.21
2011-08-11,413.09
2011-08-10,396.99
2011-08-09,404.49
2011-08-08,391.02
2011-08-05,414.72
2011-08-04,410.63
2011-08-03,424.94
2011-08-02,425.31
2011-08-01,432.55
2011-07-29,431.17
2011-07-28,435.43
2011-07-27,438.14
2011-07-26,438.62
2011-07-25,440.09
2011-07-22,439.23
2011-07-21,441.33
2011-07-20,434.61
2011-07-19,431.89
2011-07-18,427.76
2011-07-15,432.02
2011-07-14,430.61
2011-07-13,432.38
2011-07-12,433.06
2011-07-11,431.38
2011-07-08,436.75
2011-07-07,438.8
2011-07-06,437.01
2011-07-05,436.37
2011-07-01,439.03
2011-06-30,433.48
2011-06-29,431.29
2011-06-28,429.23
2011-06-27,427.08
2011-06-24,423.99
2011-06-23,423.43
2011-06-22,427.37
2011-06-21,429.8
2011-06-20,429.17
2011-06-17,426.79
2011-06-16,424.33
2011-06-15,420.88
2011-06-14,426.63
2011-06-13,424.45
2011-06-10,423.83
2011-06-09,426.75
2011-06-08,426.09
2011-06-07,425.38
2011-06-06,424.98
2011-06-03,427.21
2011-06-02,429.97
2011-06-01,431.52
2011-05-31,436.37
2011-05-27,433.54
2011-05-26,432.84
2011-05-25,433.45
2011-05-24,434.15
2011-05-23,434.53
2011-05-20,439.82
2011-05-19,439.92
2011-05-18,439.38
2011-05-17,440.41
2011-05-16,436.59
2011-05-13,436.91
2011-05-12,439.54
2011-05-11,436.24
2011-05-10,437.32
2011-05-09,431.17
2011-05-06,429.81
2011-05-05,427.91
2011-05-04,430.94
2011-05-03,432.18
2011-05-02,428.55
2011-04-29,429.06
2011-04-28,428.42
2011-04-27,425.76
2011-04-26,422.78
2011-04-25,418.49
2011-04-21,418.37
2011-04-20,417.7
2011-04-19,412.48
2011-04-18,412.5
2011-04-15,416.07
2011-04-14,411.88
2011-04-13,409.45
2011-04-12,407.67
2011-04-11,408.51
2011-04-08,414.45
2011-04-07,415.28
2011-04-06,417.05
2011-04-05,413.88
2011-04-04,415.16
2011-04-01,415.8
2011-03-31,413.06
2011-03-30,414.25
2011-03-29,409.51
