Date,Value
1997-10-08,240.81
1997-10-07,245.52
1997-10-06,244.23
1997-10-03,242.81
1997-10-02,243.74
1997-10-01,240.34
1997-09-30,238.37
1997-09-29,239.85
1997-09-26,239.38
1997-09-25,239.08
1997-09-24,240.18
1997-09-23,240.92
1997-09-22,242.48
1997-09-19,241.27
1997-09-18,241.11
1997-09-17,240.37
1997-09-16,242.92
1997-09-15,240.29
1997-09-12,239.6
1997-09-11,235.77
1997-09-10,236.15
1997-09-09,237.49
1997-09-08,236.34
1997-09-05,235.52
1997-09-04,236.56
1997-09-03,236.94
1997-09-02,235.85
1997-09-01,231.77
1997-08-29,231.77
1997-08-28,231.96
1997-08-27,233.36
1997-08-26,232.37
1997-08-25,231.79
1997-08-22,231.36
1997-08-21,229.41
1997-08-20,232.56
1997-08-19,232.34
1997-08-18,230.37
1997-08-15,228.51
1997-08-14,231.41
1997-08-13,230.73
1997-08-12,232.42
1997-08-11,232.89
1997-08-08,229.82
1997-08-07,232.89
1997-08-06,234.04
1997-08-05,233.21
1997-08-04,232.9
1997-08-01,233.49
1997-07-31,235.56
1997-07-30,234.37
1997-07-29,233.57
1997-07-28,231.63
1997-07-25,231.88
1997-07-24,231.63
1997-07-23,230.97
1997-07-22,232.38
1997-07-21,229.91
1997-07-18,230.66
1997-07-17,232.6
1997-07-16,233.46
1997-07-15,233.43
1997-07-14,232.63
1997-07-11,231.85
1997-07-10,232.1
1997-07-09,229.91
1997-07-08,232.3
1997-07-07,231.24
1997-07-03,232.77
1997-07-02,230.97
1997-07-01,228.25
1997-06-30,226.79
1997-06-27,225.6
1997-06-26,224.32
1997-06-25,224.43
1997-06-24,225.1
1997-06-23,223.38
1997-06-20,226.04
1997-06-19,226.98
1997-06-18,224.65
1997-06-17,225.1
1997-06-16,224.43
1997-06-13,224.6
1997-06-12,223.38
1997-06-11,220.56
1997-06-10,219.89
1997-06-09,221.0
1997-06-06,222.33
1997-06-05,221.11
1997-06-04,221.05
1997-06-03,222.33
1997-06-02,221.11
1997-05-30,222.0
1997-05-29,220.94
1997-05-28,220.56
1997-05-27,219.67
1997-05-23,220.56
1997-05-22,219.28
1997-05-21,220.11
1997-05-20,221.55
1997-05-19,221.72
1997-05-16,221.94
1997-05-15,222.72
1997-05-14,222.61
1997-05-13,222.0
1997-05-12,224.54
1997-05-09,223.66
1997-05-08,223.94
1997-05-07,223.94
1997-05-06,227.99
1997-05-05,226.52
1997-05-02,220.72
1997-05-01,216.46
1997-04-30,216.39
1997-04-29,216.39
1997-04-28,213.46
1997-04-25,209.47
1997-04-24,210.73
1997-04-23,211.99
1997-04-22,212.34
1997-04-21,212.06
1997-04-18,213.18
1997-04-17,212.2
1997-04-16,213.04
1997-04-15,211.85
1997-04-14,210.87
1997-04-11,211.99
1997-04-10,215.83
1997-04-09,214.08
1997-04-08,214.22
1997-04-07,214.64
1997-04-04,214.85
1997-04-03,216.74
1997-04-02,217.79
1997-04-01,218.63
1997-03-31,218.56
1997-03-28,219.12
1997-03-27,219.12
1997-03-26,223.24
1997-03-25,224.08
1997-03-24,222.96
1997-03-21,221.21
1997-03-20,220.09
1997-03-19,221.42
1997-03-18,221.56
1997-03-17,224.71
1997-03-14,224.22
1997-03-13,221.91
1997-03-12,224.01
1997-03-11,225.12
1997-03-10,226.52
1997-03-07,226.66
1997-03-06,225.96
1997-03-05,228.34
1997-03-04,227.64
1997-03-03,227.08
1997-02-28,227.29
1997-02-27,227.08
1997-02-26,227.71
1997-02-25,229.39
1997-02-24,231.13
1997-02-21,229.74
1997-02-20,229.88
1997-02-19,230.85
1997-02-18,231.76
1997-02-17,232.04
1997-02-14,232.04
1997-02-13,233.16
1997-02-12,233.09
1997-02-11,231.34
1997-02-10,230.78
1997-02-07,230.5
1997-02-06,229.32
1997-02-05,230.43
1997-02-04,232.25
1997-02-03,232.25
1997-01-31,232.53
1997-01-30,234.21
1997-01-29,232.67
1997-01-28,234.7
1997-01-27,235.81
1997-01-24,237.63
1997-01-23,240.43
1997-01-22,240.85
1997-01-21,239.52
1997-01-20,238.26
1997-01-17,239.24
1997-01-16,237.77
1997-01-15,237.98
1997-01-14,237.77
1997-01-13,237.07
1997-01-10,236.3
1997-01-09,235.68
1997-01-08,233.65
1997-01-07,233.09
1997-01-06,230.43
1997-01-03,231.48
1997-01-02,230.99
1996-12-31,232.53
1996-12-30,235.12
1996-12-27,235.95
1996-12-26,234.35
1996-12-25,234.07
1996-12-24,234.07
1996-12-23,233.65
1996-12-20,234.98
1996-12-19,232.53
1996-12-18,228.48
1996-12-17,227.64
1996-12-16,227.71
1996-12-13,228.55
1996-12-12,227.22
1996-12-11,230.57
1996-12-10,232.04
1996-12-09,233.23
1996-12-06,231.48
1996-12-05,233.86
1996-12-04,233.51
1996-12-03,233.23
1996-12-02,234.77
1996-11-29,235.68
1996-11-28,235.61
1996-11-27,235.61
1996-11-26,236.44
1996-11-25,238.12
1996-11-22,235.4
1996-11-21,234.49
1996-11-20,234.63
1996-11-19,234.49
1996-11-18,233.37
1996-11-15,234.91
1996-11-14,233.16
1996-11-13,232.88
1996-11-12,234.21
1996-11-11,234.77
1996-11-08,234.77
1996-11-07,235.68
1996-11-06,234.07
1996-11-05,231.41
1996-11-04,228.48
1996-11-01,226.45
1996-10-31,226.73
1996-10-30,225.19
1996-10-29,224.5
1996-10-28,222.75
1996-10-25,223.31
1996-10-24,222.89
1996-10-23,223.1
1996-10-22,223.66
1996-10-21,223.52
1996-10-18,224.57
1996-10-17,222.89
1996-10-16,221.35
1996-10-15,221.7
1996-10-14,221.56
1996-10-11,221.49
1996-10-10,220.16
1996-10-09,221.49
1996-10-08,222.68
1996-10-07,222.19
1996-10-04,221.91
1996-10-03,218.84
1996-10-02,218.91
1996-10-01,218.35
1996-09-30,216.88
1996-09-27,218.14
1996-09-26,218.63
1996-09-25,218.98
1996-09-24,219.4
1996-09-23,219.26
1996-09-20,219.46
1996-09-19,218.14
1996-09-18,218.0
1996-09-17,219.67
1996-09-16,220.09
1996-09-13,218.56
1996-09-12,216.39
1996-09-11,215.69
1996-09-10,214.64
1996-09-09,215.27
1996-09-06,213.81
1996-09-05,212.83
1996-09-04,214.64
1996-09-03,215.2
1996-09-02,214.36
1996-08-30,214.36
1996-08-29,216.32
1996-08-28,218.91
1996-08-27,218.84
1996-08-26,217.93
1996-08-23,217.16
1996-08-22,217.58
1996-08-21,216.6
1996-08-20,216.39
1996-08-19,216.88
1996-08-16,216.18
1996-08-15,214.29
1996-08-14,214.5
1996-08-13,213.81
1996-08-12,214.57
1996-08-09,211.92
1996-08-08,211.92
1996-08-07,211.71
1996-08-06,211.71
1996-08-05,212.62
1996-08-02,211.92
1996-08-01,208.08
1996-07-31,205.14
1996-07-30,204.86
1996-07-29,205.42
1996-07-26,207.31
1996-07-25,207.24
1996-07-24,208.36
1996-07-23,208.77
1996-07-22,209.61
1996-07-19,211.43
1996-07-18,213.32
1996-07-17,213.11
1996-07-16,213.53
1996-07-15,215.55
1996-07-12,217.86
1996-07-11,215.06
1996-07-10,216.46
1996-07-09,216.39
1996-07-08,215.2
1996-07-05,214.71
1996-07-04,219.88
1996-07-03,219.88
1996-07-02,220.72
1996-07-01,220.65
1996-06-28,220.3
1996-06-27,215.9
1996-06-26,213.04
1996-06-25,212.34
1996-06-24,211.71
1996-06-21,210.52
1996-06-20,209.12
1996-06-19,207.17
1996-06-18,207.03
1996-06-17,207.38
1996-06-14,207.45
1996-06-13,206.4
1996-06-12,206.68
1996-06-11,208.08
1996-06-10,208.5
1996-06-07,209.47
1996-06-06,210.24
1996-06-05,210.87
1996-06-04,209.82
1996-06-03,208.5
1996-05-31,209.96
1996-05-30,211.85
1996-05-29,211.5
1996-05-28,212.34
1996-05-27,214.92
1996-05-24,214.92
1996-05-23,213.67
1996-05-22,215.41
1996-05-21,212.48
1996-05-20,212.27
1996-05-17,212.41
1996-05-16,212.48
1996-05-15,214.22
1996-05-14,213.74
1996-05-13,213.32
1996-05-10,211.78
1996-05-09,210.03
1996-05-08,209.47
1996-05-07,205.42
1996-05-06,205.84
1996-05-03,205.56
1996-05-02,207.66
1996-05-01,209.96
1996-04-30,210.1
1996-04-29,210.17
1996-04-26,209.4
1996-04-25,209.68
1996-04-24,209.12
1996-04-23,208.98
1996-04-22,207.87
1996-04-19,207.38
1996-04-18,207.94
1996-04-17,208.29
1996-04-16,208.36
1996-04-15,208.63
1996-04-12,207.59
1996-04-11,206.4
1996-04-10,206.89
1996-04-09,209.89
1996-04-08,208.01
1996-04-05,213.25
1996-04-04,213.25
1996-04-03,213.81
1996-04-02,213.81
1996-04-01,214.08
1996-03-29,212.76
1996-03-28,215.27
1996-03-27,216.74
1996-03-26,215.62
1996-03-25,215.48
1996-03-22,214.5
1996-03-21,214.02
1996-03-20,214.08
1996-03-19,213.95
1996-03-18,215.69
1996-03-15,211.92
1996-03-14,212.9
1996-03-13,212.06
1996-03-12,212.9
1996-03-11,215.69
1996-03-08,216.25
1996-03-07,222.12
1996-03-06,221.35
1996-03-05,223.38
1996-03-04,224.29
1996-03-01,221.49
1996-02-29,219.4
1996-02-28,221.28
1996-02-27,223.17
1996-02-26,223.94
1996-02-23,225.89
1996-02-22,228.69
1996-02-21,226.24
1996-02-20,225.75
1996-02-19,229.74
1996-02-16,229.74
1996-02-15,231.41
1996-02-14,230.92
1996-02-13,234.0
1996-02-12,234.0
1996-02-09,233.09
1996-02-08,232.32
1996-02-07,232.32
1996-02-06,231.06
1996-02-05,230.23
1996-02-02,228.9
1996-02-01,230.29
1996-01-31,230.85
1996-01-30,228.97
1996-01-29,229.46
1996-01-26,229.18
1996-01-25,228.83
1996-01-24,229.81
1996-01-23,228.55
1996-01-22,228.83
1996-01-19,229.46
1996-01-18,228.83
1996-01-17,229.11
1996-01-16,229.6
1996-01-15,226.1
1996-01-12,226.17
1996-01-11,226.66
1996-01-10,225.89
1996-01-09,227.92
1996-01-08,228.62
1996-01-05,228.62
1996-01-04,227.57
1996-01-03,228.27
1996-01-02,227.43
1995-12-29,225.4
1995-12-28,224.57
1995-12-27,223.87
1995-12-26,223.94
1995-12-25,223.45
1995-12-22,223.45
1995-12-21,223.38
1995-12-20,221.77
1995-12-19,223.38
1995-12-18,222.26
1995-12-15,221.98
1995-12-14,221.07
1995-12-13,220.3
1995-12-12,219.74
1995-12-11,219.6
1995-12-08,218.63
1995-12-07,218.36
1995-12-06,221.13
1995-12-05,220.14
1995-12-04,218.1
1995-12-01,216.12
1995-11-30,215.79
1995-11-29,216.78
1995-11-28,215.46
1995-11-27,215.59
1995-11-24,214.14
1995-11-23,214.08
1995-11-22,214.08
1995-11-21,215.99
1995-11-20,215.0
1995-11-17,216.39
1995-11-16,215.27
1995-11-15,214.34
1995-11-14,212.5
1995-11-13,213.68
1995-11-10,214.08
1995-11-09,215.59
1995-11-08,215.99
1995-11-07,215.13
1995-11-06,215.13
1995-11-03,216.91
1995-11-02,216.72
1995-11-01,216.39
1995-10-31,214.54
1995-10-30,216.12
1995-10-27,215.99
1995-10-26,217.37
1995-10-25,219.09
1995-10-24,218.63
1995-10-23,217.97
1995-10-20,218.82
1995-10-19,217.24
1995-10-18,215.66
1995-10-17,214.74
1995-10-16,213.82
1995-10-13,214.08
1995-10-12,216.12
1995-10-11,217.04
1995-10-10,217.44
1995-10-09,215.59
1995-10-06,215.07
1995-10-05,216.32
1995-10-04,216.25
1995-10-03,216.58
1995-10-02,215.4
1995-09-29,214.28
1995-09-28,214.74
1995-09-27,212.5
1995-09-26,211.31
1995-09-25,209.0
1995-09-22,207.88
1995-09-21,207.22
1995-09-20,208.21
1995-09-19,207.03
1995-09-18,207.49
1995-09-15,206.76
1995-09-14,206.89
1995-09-13,204.39
1995-09-12,204.98
1995-09-11,203.53
1995-09-08,203.07
1995-09-07,203.07
1995-09-06,202.94
1995-09-05,204.19
1995-09-04,203.66
1995-09-01,203.66
1995-08-31,202.35
1995-08-30,203.07
1995-08-29,203.47
1995-08-28,204.26
1995-08-25,204.06
1995-08-24,202.28
1995-08-23,201.69
1995-08-22,203.14
1995-08-21,202.87
1995-08-18,203.2
1995-08-17,202.48
1995-08-16,202.81
1995-08-15,200.76
1995-08-14,201.03
1995-08-11,201.82
1995-08-10,202.21
1995-08-09,202.54
1995-08-08,203.4
1995-08-07,203.99
1995-08-04,203.4
1995-08-03,203.34
1995-08-02,203.4
1995-08-01,203.27
1995-07-31,203.99
1995-07-28,204.06
1995-07-27,204.26
1995-07-26,203.01
1995-07-25,203.6
1995-07-24,202.02
1995-07-21,201.56
1995-07-20,201.89
1995-07-19,201.49
1995-07-18,202.54
1995-07-17,202.21
1995-07-14,201.75
1995-07-13,201.95
1995-07-12,202.21
1995-07-11,201.95
1995-07-10,202.08
1995-07-07,202.15
1995-07-06,203.47
1995-07-05,201.56
1995-07-03,202.87
1995-06-30,202.08
1995-06-29,202.74
1995-06-28,205.11
1995-06-27,203.14
1995-06-26,202.41
1995-06-23,204.59
1995-06-22,205.71
1995-06-21,202.15
1995-06-20,202.81
1995-06-19,203.6
1995-06-16,202.35
1995-06-15,202.94
1995-06-14,203.93
1995-06-13,205.25
1995-06-12,203.27
1995-06-09,201.62
1995-06-08,204.92
1995-06-07,207.36
1995-06-06,209.14
1995-06-05,209.86
1995-06-02,207.75
1995-06-01,205.64
1995-05-31,206.43
1995-05-30,203.66
1995-05-26,201.03
1995-05-25,201.75
1995-05-24,198.13
1995-05-23,197.86
1995-05-22,196.61
1995-05-19,195.49
1995-05-18,196.08
1995-05-17,198.59
1995-05-16,198.99
1995-05-15,197.8
1995-05-12,196.74
1995-05-11,195.62
1995-05-10,197.01
1995-05-09,197.34
1995-05-08,196.48
1995-05-05,196.28
1995-05-04,194.11
1995-05-03,194.96
1995-05-02,193.12
1995-05-01,193.45
1995-04-28,194.5
1995-04-27,193.91
1995-04-26,194.04
1995-04-25,194.44
1995-04-24,194.9
1995-04-21,192.66
1995-04-20,192.92
1995-04-19,192.79
1995-04-18,191.27
1995-04-17,190.28
1995-04-13,192.72
1995-04-12,191.87
1995-04-11,192.06
1995-04-10,193.38
1995-04-07,194.04
1995-04-06,193.12
1995-04-05,193.71
1995-04-04,191.47
1995-04-03,187.71
1995-03-31,187.65
1995-03-30,187.71
1995-03-29,187.25
1995-03-28,186.73
1995-03-27,188.18
1995-03-24,188.51
1995-03-23,185.67
1995-03-22,185.93
1995-03-21,185.61
1995-03-20,186.07
1995-03-17,187.52
1995-03-16,188.11
1995-03-15,187.85
1995-03-14,188.7
1995-03-13,187.71
1995-03-10,188.37
1995-03-09,186.92
1995-03-08,187.85
1995-03-07,187.32
1995-03-06,188.77
1995-03-03,190.09
1995-03-02,190.02
1995-03-01,192.06
1995-02-28,193.91
1995-02-27,192.86
1995-02-24,194.77
1995-02-23,194.04
1995-02-22,195.69
1995-02-21,194.11
1995-02-17,193.71
1995-02-16,194.24
1995-02-15,193.84
1995-02-14,192.92
1995-02-13,192.59
1995-02-10,193.05
1995-02-09,193.12
1995-02-08,194.7
1995-02-07,196.35
1995-02-06,195.1
1995-02-03,195.62
1995-02-02,193.05
1995-02-01,192.72
1995-01-31,193.12
1995-01-30,192.53
1995-01-27,192.2
1995-01-26,190.61
1995-01-25,190.15
1995-01-24,188.77
1995-01-23,188.18
1995-01-20,188.18
1995-01-19,186.53
1995-01-18,187.65
1995-01-17,186.99
1995-01-16,186.0
1995-01-13,183.96
1995-01-12,183.56
1995-01-11,183.23
1995-01-10,184.09
1995-01-09,183.83
1995-01-06,184.35
1995-01-05,183.3
1995-01-04,184.22
1995-01-03,183.03
1994-12-30,181.52
1994-12-29,181.26
1994-12-28,181.72
1994-12-27,182.11
1994-12-23,181.19
1994-12-22,181.98
1994-12-21,181.72
1994-12-20,181.91
1994-12-19,181.52
1994-12-16,182.24
1994-12-15,181.32
1994-12-14,182.44
1994-12-13,181.72
1994-12-12,181.65
1994-12-09,179.34
1994-12-08,179.61
1994-12-07,180.46
1994-12-06,180.73
1994-12-05,180.4
1994-12-02,179.41
1994-12-01,177.04
1994-11-30,179.54
1994-11-29,179.41
1994-11-28,179.54
1994-11-25,179.61
1994-11-23,177.5
1994-11-22,173.94
1994-11-21,174.47
1994-11-18,174.47
1994-11-17,175.72
1994-11-16,176.64
1994-11-15,176.84
1994-11-14,177.43
1994-11-11,176.71
1994-11-10,177.5
1994-11-09,177.43
1994-11-08,179.41
1994-11-07,178.82
1994-11-04,178.16
1994-11-03,180.13
1994-11-02,179.15
1994-11-01,179.48
1994-10-31,181.39
1994-10-28,181.65
1994-10-27,178.16
1994-10-26,177.04
1994-10-25,177.63
1994-10-24,177.43
1994-10-21,179.67
1994-10-20,180.0
1994-10-19,181.58
1994-10-18,181.32
1994-10-17,181.98
1994-10-14,182.64
1994-10-13,182.11
1994-10-12,180.2
1994-10-11,181.32
1994-10-10,179.87
1994-10-07,178.42
1994-10-06,177.83
1994-10-05,177.96
1994-10-04,178.68
1994-10-03,180.6
1994-09-30,181.45
1994-09-29,180.0
1994-09-28,178.75
1994-09-27,177.7
1994-09-26,177.1
1994-09-23,176.9
1994-09-22,176.97
1994-09-21,176.84
1994-09-20,175.85
1994-09-19,178.09
1994-09-16,177.23
1994-09-15,179.74
1994-09-14,177.7
1994-09-13,178.22
1994-09-12,178.29
1994-09-09,179.87
1994-09-08,183.17
1994-09-07,182.77
1994-09-06,183.69
1994-09-05,184.55
1994-09-02,184.55
1994-09-01,185.67
1994-08-31,189.16
1994-08-30,189.89
1994-08-29,188.83
1994-08-26,188.44
1994-08-25,186.99
1994-08-24,188.24
1994-08-23,187.71
1994-08-22,186.79
1994-08-19,187.78
1994-08-18,186.66
1994-08-17,188.04
1994-08-16,189.69
1994-08-15,188.11
1994-08-12,188.97
1994-08-11,187.65
1994-08-10,189.36
1994-08-09,188.57
1994-08-08,189.69
1994-08-05,189.43
1994-08-04,191.34
1994-08-03,192.0
1994-08-02,190.75
1994-08-01,189.89
1994-07-29,186.4
1994-07-28,183.89
1994-07-27,182.77
1994-07-26,182.71
1994-07-25,182.71
1994-07-22,183.1
1994-07-21,182.18
1994-07-20,182.64
1994-07-19,183.17
1994-07-18,182.9
1994-07-15,183.23
1994-07-14,182.51
1994-07-13,179.87
1994-07-12,179.87
1994-07-11,180.86
1994-07-08,181.72
1994-07-07,180.86
1994-07-06,179.08
1994-07-05,178.09
1994-07-01,178.16
1994-06-30,177.17
1994-06-29,178.16
1994-06-28,177.1
1994-06-27,178.03
1994-06-24,176.71
1994-06-23,178.29
1994-06-22,179.8
1994-06-21,178.42
1994-06-20,180.66
1994-06-17,182.51
1994-06-16,184.95
1994-06-15,186.26
1994-06-14,187.19
1994-06-13,186.92
1994-06-10,186.13
1994-06-09,185.61
1994-06-08,186.46
1994-06-07,186.99
1994-06-06,187.52
1994-06-03,187.06
1994-06-02,185.74
1994-06-01,186.26
1994-05-31,186.07
1994-05-27,186.73
1994-05-26,187.58
1994-05-25,185.14
1994-05-24,183.23
1994-05-23,182.57
1994-05-20,183.89
1994-05-19,184.02
1994-05-18,184.02
1994-05-17,180.93
1994-05-16,178.55
1994-05-13,179.28
1994-05-12,177.76
1994-05-11,178.55
1994-05-10,183.56
1994-05-09,183.36
1994-05-06,188.83
1994-05-05,192.79
1994-05-04,194.9
1994-05-03,196.48
1994-05-02,197.54
1994-04-29,199.38
1994-04-28,197.54
1994-04-26,198.59
1994-04-25,200.17
1994-04-22,199.25
1994-04-21,201.16
1994-04-20,199.64
1994-04-19,195.56
1994-04-18,194.11
1994-04-15,194.24
1994-04-14,194.04
1994-04-13,193.78
1994-04-12,193.18
1994-04-11,194.31
1994-04-08,194.63
1994-04-07,196.81
1994-04-06,196.08
1994-04-05,198.0
1994-04-04,192.99
1994-03-31,196.28
1994-03-30,198.0
1994-03-29,201.23
1994-03-28,205.44
1994-03-25,202.15
1994-03-24,204.06
1994-03-23,206.5
1994-03-22,207.95
1994-03-21,205.97
1994-03-18,206.24
1994-03-17,207.62
1994-03-16,207.42
1994-03-15,207.03
1994-03-14,208.61
1994-03-11,209.79
1994-03-10,208.15
1994-03-09,210.39
1994-03-08,211.64
1994-03-07,213.49
1994-03-04,212.1
1994-03-03,210.26
1994-03-02,211.64
1994-03-01,209.4
1994-02-28,210.45
1994-02-25,208.41
1994-02-24,207.29
1994-02-23,210.59
1994-02-22,211.77
1994-02-18,208.54
1994-02-17,212.1
1994-02-16,212.76
1994-02-15,215.46
1994-02-14,216.39
1994-02-11,216.91
1994-02-10,215.4
1994-02-09,218.96
1994-02-08,218.03
1994-02-07,219.35
1994-02-04,220.21
1994-02-03,224.23
1994-02-02,225.15
1994-02-01,224.49
1994-01-31,226.01
1994-01-28,225.42
1994-01-27,225.61
1994-01-26,221.46
1994-01-25,217.97
1994-01-24,217.11
1994-01-21,219.75
1994-01-20,220.41
1994-01-19,220.08
1994-01-18,220.6
1994-01-17,220.21
1994-01-14,221.39
1994-01-13,220.87
1994-01-12,222.58
1994-01-11,222.19
1994-01-10,224.23
1994-01-07,222.98
1994-01-06,221.2
1994-01-05,224.03
1994-01-04,226.6
1994-01-03,227.06
1993-12-31,229.3
1993-12-30,230.16
1993-12-29,231.08
1993-12-28,231.48
1993-12-27,230.42
1993-12-23,229.24
1993-12-22,229.77
1993-12-21,228.12
1993-12-20,227.85
1993-12-17,227.66
1993-12-16,226.07
1993-12-15,224.56
1993-12-14,223.9
1993-12-13,225.28
1993-12-10,224.76
1993-12-09,224.95
1993-12-08,226.14
1993-12-07,227.52
1993-12-06,225.81
1993-12-03,223.9
1993-12-02,224.62
1993-12-01,223.17
1993-11-30,225.35
1993-11-29,226.4
1993-11-26,227.0
1993-11-24,226.34
1993-11-23,225.88
1993-11-22,223.97
1993-11-19,223.64
1993-11-18,225.15
1993-11-17,225.02
1993-11-16,226.4
1993-11-15,222.45
1993-11-12,224.95
1993-11-11,223.97
1993-11-10,225.68
1993-11-09,225.09
1993-11-08,227.13
1993-11-05,227.26
1993-11-04,226.4
1993-11-03,231.68
1993-11-02,237.87
1993-11-01,241.17
1993-10-29,240.77
1993-10-28,240.18
1993-10-27,238.86
1993-10-26,238.6
1993-10-25,238.6
1993-10-22,240.51
1993-10-21,242.95
1993-10-20,243.28
1993-10-19,243.28
1993-10-18,243.87
1993-10-15,246.05
1993-10-14,243.54
1993-10-13,240.51
1993-10-12,241.76
1993-10-11,243.21
1993-10-08,243.8
1993-10-07,244.86
1993-10-06,246.51
1993-10-05,246.18
1993-10-04,247.56
1993-10-01,249.41
1993-09-30,249.8
1993-09-29,249.67
1993-09-28,251.32
1993-09-27,250.59
1993-09-24,248.42
1993-09-23,249.47
1993-09-22,251.38
1993-09-21,251.19
1993-09-20,252.7
1993-09-17,254.02
1993-09-16,254.22
1993-09-15,254.48
1993-09-14,255.14
1993-09-13,256.46
1993-09-10,256.06
1993-09-09,254.02
1993-09-08,255.01
1993-09-07,254.88
1993-09-03,254.55
1993-09-02,253.63
1993-09-01,255.34
1993-08-31,256.46
1993-08-30,255.21
1993-08-27,254.09
1993-08-26,254.75
1993-08-25,254.55
1993-08-24,252.9
1993-08-23,251.05
1993-08-20,251.45
1993-08-19,250.66
1993-08-18,251.05
1993-08-17,250.79
1993-08-16,251.52
1993-08-13,250.73
1993-08-12,250.2
1993-08-11,251.05
1993-08-10,250.0
1993-08-09,251.12
1993-08-06,250.86
1993-08-05,252.04
1993-08-04,251.25
1993-08-03,251.58
1993-08-02,251.45
1993-07-30,250.0
1993-07-29,250.86
1993-07-28,248.81
1993-07-27,248.35
1993-07-26,248.88
1993-07-23,247.1
1993-07-22,246.84
1993-07-21,246.84
1993-07-20,245.85
1993-07-19,246.18
1993-07-16,245.12
1993-07-15,244.86
1993-07-14,245.19
1993-07-13,244.79
1993-07-12,245.72
1993-07-09,246.05
1993-07-08,246.44
1993-07-07,244.66
1993-07-06,243.94
1993-07-02,244.13
1993-07-01,245.32
1993-06-30,244.79
1993-06-29,244.66
1993-06-28,245.65
1993-06-25,243.8
1993-06-24,242.88
1993-06-23,241.76
1993-06-22,241.1
1993-06-21,240.05
1993-06-18,238.55
1993-06-17,240.86
1993-06-16,240.42
1993-06-15,239.48
1993-06-14,239.36
1993-06-11,240.36
1993-06-10,240.17
1993-06-09,240.92
1993-06-08,240.99
1993-06-07,241.74
1993-06-04,241.11
1993-06-03,241.68
1993-06-02,241.74
1993-06-01,240.36
1993-05-28,238.36
1993-05-27,238.36
1993-05-26,238.73
1993-05-25,236.17
1993-05-24,234.91
1993-05-21,233.91
1993-05-20,235.6
1993-05-19,235.73
1993-05-18,232.85
1993-05-17,233.91
1993-05-14,234.41
1993-05-13,235.6
1993-05-12,239.98
1993-05-11,239.98
1993-05-10,240.92
1993-05-07,241.24
1993-05-06,242.3
1993-05-05,241.99
1993-05-04,241.36
1993-05-03,239.98
1993-04-30,239.36
1993-04-29,239.67
1993-04-28,238.98
1993-04-27,239.23
1993-04-26,238.61
1993-04-23,238.86
1993-04-22,239.67
1993-04-21,240.86
1993-04-20,243.3
1993-04-19,245.37
1993-04-16,247.68
1993-04-15,247.56
1993-04-14,245.99
1993-04-13,245.81
1993-04-12,244.49
1993-04-08,242.8
1993-04-07,242.68
1993-04-06,242.36
1993-04-05,239.61
1993-04-02,239.23
1993-04-01,241.05
1993-03-31,241.49
1993-03-30,241.68
1993-03-29,241.42
1993-03-26,239.67
1993-03-25,241.74
1993-03-24,240.42
1993-03-23,239.36
1993-03-22,239.61
1993-03-19,239.42
1993-03-18,239.67
1993-03-17,237.61
1993-03-16,237.79
1993-03-15,236.6
1993-03-12,237.54
1993-03-11,240.74
1993-03-10,241.99
1993-03-09,240.8
1993-03-08,241.3
1993-03-05,238.73
1993-03-04,241.3
1993-03-03,241.61
1993-03-02,240.3
1993-03-01,238.67
1993-02-26,240.17
1993-02-25,239.61
1993-02-24,239.98
1993-02-23,239.55
1993-02-22,240.61
1993-02-19,234.6
1993-02-18,231.47
1993-02-17,232.72
1993-02-16,230.85
1993-02-12,232.16
1993-02-11,232.29
1993-02-10,232.91
1993-02-09,232.47
1993-02-08,233.29
1993-02-05,233.73
1993-02-04,234.16
1993-02-03,232.04
1993-02-02,229.53
1993-02-01,228.28
1993-01-29,226.59
1993-01-28,225.09
1993-01-27,224.27
1993-01-26,224.15
1993-01-25,224.52
1993-01-22,223.08
1993-01-21,223.77
1993-01-20,222.08
1993-01-19,222.9
1993-01-18,222.46
1993-01-15,222.4
1993-01-14,221.33
1993-01-13,220.77
1993-01-12,218.39
1993-01-11,218.64
1993-01-08,217.14
1993-01-07,218.58
1993-01-06,221.27
1993-01-05,220.33
1993-01-04,221.64
1992-12-31,221.02
1992-12-30,222.08
1992-12-29,222.02
1992-12-28,222.77
1992-12-24,223.84
1992-12-23,223.77
1992-12-22,223.59
1992-12-21,222.27
1992-12-18,222.9
1992-12-17,219.89
1992-12-16,219.7
1992-12-15,219.2
1992-12-14,218.2
1992-12-11,219.33
1992-12-10,218.64
1992-12-09,218.2
1992-12-08,219.14
1992-12-07,218.58
1992-12-04,216.57
1992-12-03,216.45
1992-12-02,217.39
1992-12-01,218.2
1992-11-30,218.7
1992-11-27,217.95
1992-11-25,218.01
1992-11-24,218.2
1992-11-23,218.64
1992-11-20,219.02
1992-11-19,218.39
1992-11-18,218.77
1992-11-17,217.7
1992-11-16,216.89
1992-11-13,216.39
1992-11-12,216.32
1992-11-11,216.57
1992-11-10,215.26
1992-11-09,216.2
1992-11-06,217.51
1992-11-05,216.76
1992-11-04,217.89
1992-11-03,218.95
1992-11-02,220.33
1992-10-30,220.14
1992-10-29,219.7
1992-10-28,218.14
1992-10-27,218.14
1992-10-26,217.08
1992-10-23,216.32
1992-10-22,216.07
1992-10-21,215.95
1992-10-20,216.51
1992-10-19,217.95
